Datum;Fachbedeutung;RAS-Verm;Bezeichnung;Symbolart;Landescode;Schichtname;Schichtbezeichnung;Art;;;;;
03.02.16;Best.2113;;Böschungsoberkante außerhalb Regenrückhaltebecken BAB;Linie;2113;21Entwaesserung;Entwässerungsanlagen der BAB;Bestandsplan;;;;;
03.02.16;Best.2114;2.2.1.;Böschungsunterkante außerhalb Regenrückhaltebecken BAB;Punkt;2114;21Entwaesserung;Entwässerungsanlagen der BAB;Bestandsplan;;;;;
03.02.16;Best.2114;;Böschungsunterkante außerhalb Regenrückhaltebecken BAB;Linie;2114;21Entwaesserung;Entwässerungsanlagen der BAB;Bestandsplan;;;;;
03.02.16;Best.2115;2.2.6.;Topographische Begrenzungslinie BAB;Punkt;2115;21Entwaesserung;Entwässerungsanlagen der BAB;Bestandsplan;;;;;
03.02.16;Best.2115;;Topographische Begrenzungslinie BAB;Linie;2115;21Entwaesserung;Entwässerungsanlagen der BAB;Bestandsplan;;;;;
03.02.16;Best.2215;;Topographische Begrenzungslinie BAB;Text;2215;22T_Entwaesserung;Textschicht für Schicht 21Entwaesserung;Bestandsplan;;;;;
03.02.16;Best.2116;2.5.3.;Wasserschieber BAB;Punkt;2116;21Entwaesserung;Entwässerungsanlagen der BAB;Bestandsplan;;;;;
03.02.16;Best.2117;;Ein-/Auslauf für Entwässerungsleitung < 1mm Kartenbreite BAB;Punkt;2117;21Entwaesserung;Entwässerungsanlagen der BAB;Bestandsplan;;;;;
03.02.16;Best.2118;2.5.5.;Straßenablauf, zentrisch aufgemessen BAB;Punkt;2118;21Entwaesserung;Entwässerungsanlagen der BAB;Bestandsplan;;;;;
03.02.16;Best.2119;;Bauwerke innerhalb von Regenrückhaltebecken BAB;Punkt;2119;21Entwaesserung;Entwässerungsanlagen der BAB;Bestandsplan;;;;;
03.02.16;Best.2119;;Bauwerke innerhalb von Regenrückhaltebecken BAB;Linie;2119;21Entwaesserung;Entwässerungsanlagen der BAB;Bestandsplan;;;;;
03.02.16;Best.2182;;Bauwerke innerhalb von Regenrückhaltebecken verdeckt BAB;Punkt;2182;21Entwaesserung;Entwässerungsanlagen der BAB;Bestandsplan;;;;;
03.02.16;Best.2182;;Bauwerke innerhalb von Regenrückhaltebecken verdeckt BAB;Linie;2182;21Entwaesserung;Entwässerungsanlagen der BAB;Bestandsplan;;;;;
03.02.16;Best.2120;;Hecke BAB;Punkt;2120;21Entwaesserung;Entwässerungsanlagen der BAB;Bestandsplan;;;;;
03.02.16;Best.2120;;Hecke BAB;Linie;2120;21Entwaesserung;Entwässerungsanlagen der BAB;Bestandsplan;;;;;
03.02.16;Best.2121;;Zaun BAB;Punkt;2121;21Entwaesserung;Entwässerungsanlagen der BAB;Bestandsplan;;;;;
03.02.16;Best.2121;;Zaun BAB;Linie;2121;21Entwaesserung;Entwässerungsanlagen der BAB;Bestandsplan;;;;;
03.02.16;Best.2122;2.3.5.;Schranke BAB;Punkt;2122;21Entwaesserung;Entwässerungsanlagen der BAB;Bestandsplan;;;;;
03.02.16;Best.2123;;Mauer BAB;Punkt;2123;21Entwaesserung;Entwässerungsanlagen der BAB;Bestandsplan;;;;;
03.02.16;Best.2123;;Mauer BAB;Linie;2123;21Entwaesserung;Entwässerungsanlagen der BAB;Bestandsplan;;;;;
03.02.16;Best.2129;;Fließrichtung für Entwässerungsleitung BAB;Punkt;2129;21Entwaesserung;Entwässerungsanlagen der BAB;Bestandsplan;;;;;
03.02.16;Best.2130;;Pumpenhaus BAB;Punkt;2130;21Entwaesserung;Entwässerungsanlagen der BAB;Bestandsplan;;;;;
03.02.16;Best.2130;;Pumpenhaus BAB;Linie;2130;21Entwaesserung;Entwässerungsanlagen der BAB;Bestandsplan;;;;;
03.02.16;Best.2230;;Pumpenhaus BAB;Text;2230;22T_Entwaesserung;Textschicht für Schicht 21Entwaesserung;Bestandsplan;;;;;
03.02.16;Best.2131;;Wechsel der Deckschicht BAB;Punkt;2131;21Entwaesserung;Entwässerungsanlagen der BAB;Bestandsplan;;;;;
03.02.16;Best.2131;;Wechsel der Deckschicht BAB;Linie;2131;21Entwaesserung;Entwässerungsanlagen der BAB;Bestandsplan;;;;;
03.02.16;Best.2231;;Wechsel der Deckschicht BAB;Text;2231;22T_Entwaesserung;Textschicht für Schicht 21Entwaesserung;Bestandsplan;;;;;
03.02.16;Best.2141;2.2.1.;Entwässerungsgraben Oberkante BAB;Punkt;2141;21Entwaesserung;Entwässerungsanlagen der BAB;Bestandsplan;;;;;
03.02.16;Best.2141;;Entwässerungsgraben Oberkante BAB;Linie;2141;21Entwaesserung;Entwässerungsanlagen der BAB;Bestandsplan;;;;;
03.02.16;Best.2142;2.2.1.;Entwässerungsgraben Unterkante BAB;Punkt;2142;21Entwaesserung;Entwässerungsanlagen der BAB;Bestandsplan;;;;;
03.02.16;Best.2142;;Entwässerungsgraben Unterkante BAB;Linie;2142;21Entwaesserung;Entwässerungsanlagen der BAB;Bestandsplan;;;;;
03.02.16;Best.2143;;Fließrichtungspfeil (Richtung -180°) BAB;Punkt;2143;21Entwaesserung;Entwässerungsanlagen der BAB;Bestandsplan;;;;;
03.02.16;Best.2144;2.3.8.;Fließrichtungspfeil Entwässerungsgraben;Punkt;2144;21Entwaesserung;Entwässerungsanlagen der BAB;Bestandsplan;;;;;
03.02.16;Best.2149;;Regenrückhaltebecken unterirdisch BAB;Punkt;2149;21Entwaesserung;Entwässerungsanlagen der BAB;Bestandsplan;;;;;
03.02.16;Best.2149;;Regenrückhaltebecken unterirdisch BAB;Linie;2149;21Entwaesserung;Entwässerungsanlagen der BAB;Bestandsplan;;;;;
03.02.16;Best.2249;;Regenrückhaltebecken unterirdisch BAB;Text;2249;22T_Entwaesserung;Textschicht für Schicht 21Entwaesserung;Bestandsplan;;;;;
03.02.16;Best.2250;;Text Entwässerung allgemein BAB;Text;2250;22T_Entwaesserung;Textschicht für Schicht 21Entwaesserung;Bestandsplan;;;;;
03.02.16;Best.2251;;Schachtnummer BAB;Text;2251;22T_Entwaesserung;Textschicht für Schicht 21Entwaesserung;Bestandsplan;;;;;
03.02.16;Best.2161;;Spitzrinne BAB;Punkt;2161;21Entwaesserung;Entwässerungsanlagen der BAB;Bestandsplan;;;;;
03.02.16;Best.2161;;Spitzrinne BAB;Linie;2161;21Entwaesserung;Entwässerungsanlagen der BAB;Bestandsplan;;;;;
03.02.16;Best.2162;;Muldenrinne BAB;Punkt;2162;21Entwaesserung;Entwässerungsanlagen der BAB;Bestandsplan;;;;;
03.02.16;Best.2162;;Muldenrinne BAB;Linie;2162;21Entwaesserung;Entwässerungsanlagen der BAB;Bestandsplan;;;;;
03.02.16;Best.2163;;Kastenrinne BAB;Punkt;2163;21Entwaesserung;Entwässerungsanlagen der BAB;Bestandsplan;;;;;
03.02.16;Best.2163;;Kastenrinne BAB;Linie;2163;21Entwaesserung;Entwässerungsanlagen der BAB;Bestandsplan;;;;;
03.02.16;Best.2164;;Schlitzrinne BAB;Punkt;2164;21Entwaesserung;Entwässerungsanlagen der BAB;Bestandsplan;;;;;
03.02.16;Best.2164;;Schlitzrinne BAB;Linie;2164;21Entwaesserung;Entwässerungsanlagen der BAB;Bestandsplan;;;;;
03.02.16;Best.2169;;Sickerschacht BAB;Punkt;2169;21Entwaesserung;Entwässerungsanlagen der BAB;Bestandsplan;;;;;
03.02.16;Best.2301;2.3.1.;Randstreifen innen (durchgehende Markierung) BAB;Punkt;2301;23Autobahn;Fahrbahn und Anschlußstellen;Bestandsplan;;;;;
03.02.16;Best.2301;;Randstreifen innen (durchgehende Markierung) BAB;Linie;2301;23Autobahn;Fahrbahn und Anschlußstellen;Bestandsplan;;;;;
03.02.16;Best.2399;;Randstreifen innen verdeckt (durchgehende Markierung) BAB;Linie;2399;23Autobahn;Fahrbahn und Anschlußstellen;Bestandsplan;;;;;
03.02.16;Best.2302;2.3.1.;Randstreifen außen (durchgehende Markierung) BAB;Punkt;2302;23Autobahn;Fahrbahn und Anschlußstellen;Bestandsplan;;;;;
03.02.16;Best.2302;;Randstreifen außen (durchgehende Markierung) BAB;Linie;2302;23Autobahn;Fahrbahn und Anschlußstellen;Bestandsplan;;;;;
03.02.16;Best.2398;;Randstreifen außen verdeckt (durchgehende Markierung) BAB;Linie;2398;23Autobahn;Fahrbahn und Anschlußstellen;Bestandsplan;;;;;
03.02.16;Best.2303;2.3.1.;Markierung unterbrochen (Fahrbahn und Äste) BAB;Punkt;2303;23Autobahn;Fahrbahn und Anschlußstellen;Bestandsplan;;;;;
03.02.16;Best.2303;;Markierung unterbrochen (Fahrbahn und Äste) BAB;Linie;2303;23Autobahn;Fahrbahn und Anschlußstellen;Bestandsplan;;;;;
03.02.16;Best.2304;2.3.1.;Randstreifen (innen und außen) für Äste BAB;Punkt;2304;23Autobahn;Fahrbahn und Anschlußstellen;Bestandsplan;;;;;
03.02.16;Best.2304;;Randstreifen (innen und außen) für Äste BAB;Linie;2304;23Autobahn;Fahrbahn und Anschlußstellen;Bestandsplan;;;;;
03.02.16;Best.2404;;Randstreifen (innen und außen) für Äste BAB;Text;2404;24T_Autobahn;Textschicht für Schicht 23Autobahn;Bestandsplan;;;;;
03.02.16;Best.2397;;Randstreifen verdeckt BAB;Linie;2397;23Autobahn;Fahrbahn und Anschlußstellen;Bestandsplan;;;;;
03.02.16;Best.2305;;Standstreifen Außenkante BAB;Punkt;2305;23Autobahn;Fahrbahn und Anschlußstellen;Bestandsplan;;;;;
03.02.16;Best.2305;;Standstreifen Außenkante BAB;Linie;2305;23Autobahn;Fahrbahn und Anschlußstellen;Bestandsplan;;;;;
03.02.16;Best.2396;;Standstreifen Außenkante verdeckt BAB;Linie;2396;23Autobahn;Fahrbahn und Anschlußstellen;Bestandsplan;;;;;
03.02.16;Best.2306;2.3.1.;Bankett (außen) BAB;Punkt;2306;23Autobahn;Fahrbahn und Anschlußstellen;Bestandsplan;;;;;
03.02.16;Best.2306;;Bankett (außen) BAB;Linie;2306;23Autobahn;Fahrbahn und Anschlußstellen;Bestandsplan;;;;;
03.02.16;Best.2395;;Bankett (außen) verdeckt BAB;Linie;2395;23Autobahn;Fahrbahn und Anschlußstellen;Bestandsplan;;;;;
03.02.16;Best.2307;;Wechsel der Deckschicht BAB;Punkt;2307;23Autobahn;Fahrbahn und Anschlußstellen;Bestandsplan;;;;;
03.02.16;Best.2307;;Wechsel der Deckschicht BAB;Linie;2307;23Autobahn;Fahrbahn und Anschlußstellen;Bestandsplan;;;;;
03.02.16;Best.2407;;Wechsel der Deckschicht BAB;Text;2407;24T_Autobahn;Textschicht für Schicht 23Autobahn;Bestandsplan;;;;;
03.02.16;Best.2308;;Mittelstreifenüberfahrt (Anfang/Ende) BAB;Punkt;2308;23Autobahn;Fahrbahn und Anschlußstellen;Bestandsplan;;;;;
03.02.16;Best.2308;;Mittelstreifenüberfahrt (Anfang/Ende) BAB;Linie;2308;23Autobahn;Fahrbahn und Anschlußstellen;Bestandsplan;;;;;
03.02.16;Best.2408;;Mittelstreifenüberfahrt (Anfang/Ende) BAB;Text;2408;24T_Autobahn;Textschicht für Schicht 23Autobahn;Bestandsplan;;;;;
03.02.16;Best.2409;;Text für Richtungsangabe BAB;Text;2409;24T_Autobahn;Textschicht für Schicht 23Autobahn;Bestandsplan;;;;;
03.02.16;Best.2310;2.3.1.;Böschungsoberkante BAB;Punkt;2310;23Autobahn;Fahrbahn und Anschlußstellen;Bestandsplan;;;;;
03.02.16;Best.2310;;Böschungsoberkante BAB;Linie;2310;23Autobahn;Fahrbahn und Anschlußstellen;Bestandsplan;;;;;
03.02.16;Best.2390;;Böschungsoberkante verdeckt BAB;Linie;2390;23Autobahn;Fahrbahn und Anschlußstellen;Bestandsplan;;;;;
03.02.16;Best.2311;2.3.1.;Böschungsunterkante BAB;Punkt;2311;23Autobahn;Fahrbahn und Anschlußstellen;Bestandsplan;;;;;
03.02.16;Best.2311;;Böschungsunterkante BAB;Linie;2311;23Autobahn;Fahrbahn und Anschlußstellen;Bestandsplan;;;;;
03.02.16;Best.2391;;Böschungsunterkante verdeckt BAB;Linie;2391;23Autobahn;Fahrbahn und Anschlußstellen;Bestandsplan;;;;;
03.02.16;Best.2312;2.2.6.;Topographische Begrenzungslinie BAB;Punkt;2312;23Autobahn;Fahrbahn und Anschlußstellen;Bestandsplan;;;;;
03.02.16;Best.2312;;Topographische Begrenzungslinie BAB;Linie;2312;23Autobahn;Fahrbahn und Anschlußstellen;Bestandsplan;;;;;
03.02.16;Best.2412;;Topographische Begrenzungslinie BAB;Text;2412;24T_Autobahn;Textschicht für Schicht 23Autobahn;Bestandsplan;;;;;
03.02.16;Best.2313;2.3.1.18;Hochbord BAB;Punkt;2313;23Autobahn;Fahrbahn und Anschlußstellen;Bestandsplan;;;;;
03.02.16;Best.2313;;Hochbord BAB;Linie;2313;23Autobahn;Fahrbahn und Anschlußstellen;Bestandsplan;;;;;
03.02.16;Best.2314;2.3.1.19;Tiefbord BAB;Punkt;2314;23Autobahn;Fahrbahn und Anschlußstellen;Bestandsplan;;;;;
03.02.16;Best.2314;;Tiefbord BAB;Linie;2314;23Autobahn;Fahrbahn und Anschlußstellen;Bestandsplan;;;;;
03.02.16;Best.2315;2.3.1.;Befestigte Straßenfläche - innen BAB;Punkt;2315;23Autobahn;Fahrbahn und Anschlußstellen;Bestandsplan;;;;;
03.02.16;Best.2315;;Befestigte Straßenfläche - innen BAB;Linie;2315;23Autobahn;Fahrbahn und Anschlußstellen;Bestandsplan;;;;;
03.02.16;Best.2319;2.3.1.;Weg BAB;Punkt;2319;23Autobahn;Fahrbahn und Anschlußstellen;Bestandsplan;;;;;
03.02.16;Best.2319;;Weg BAB;Linie;2319;23Autobahn;Fahrbahn und Anschlußstellen;Bestandsplan;;;;;
03.02.16;Best.2419;;Weg BAB;Text;2419;24T_Autobahn;Textschicht für Schicht 23Autobahn;Bestandsplan;;;;;
03.02.16;Best.2320;2.3.5.2;Kilometerstein (Kilometertafel) BAB;Punkt;2320;23Autobahn;Fahrbahn und Anschlußstellen;Bestandsplan;;;;;
03.02.16;Best.2420;;Kilometerstein (Kilometertafel) BAB;Text;2420;24T_Autobahn;Textschicht für Schicht 23Autobahn;Bestandsplan;;;;;
03.02.16;Best.2331;2.3.2.;Stationszeichen Straßendatenbank BAB;Punkt;2331;23Autobahn;Fahrbahn und Anschlußstellen;Bestandsplan;;;;;
03.02.16;Best.2431;;Stationszeichen Straßendatenbank BAB;Text;2431;24T_Autobahn;Textschicht für Schicht 23Autobahn;Bestandsplan;;;;;
03.02.16;Best.2340;2.7.1.;Laubbaum (einzeln) BAB;Punkt;2340;23Autobahn;Fahrbahn und Anschlußstellen;Bestandsplan;;;;;
03.02.16;Best.2341;2.7.1.;Nadelbaum (einzeln) BAB;Punkt;2341;23Autobahn;Fahrbahn und Anschlußstellen;Bestandsplan;;;;;
03.02.16;Best.2342;2.7.1.;Obstbaum (einzeln) BAB;Punkt;2342;23Autobahn;Fahrbahn und Anschlußstellen;Bestandsplan;;;;;
03.02.16;Best.2343;2.2.7.;Grünland (Fläche) BAB;Punkt;2343;23Autobahn;Fahrbahn und Anschlußstellen;Bestandsplan;;;;;
03.02.16;Best.2344;;Gebüsch (einzeln) BAB;Punkt;2344;23Autobahn;Fahrbahn und Anschlußstellen;Bestandsplan;;;;;
03.02.16;Best.2345;;Gebüsch (Fläche) BAB;Punkt;2345;23Autobahn;Fahrbahn und Anschlußstellen;Bestandsplan;;;;;
03.02.16;Best.2346;2.2.7.;Laubwald (Fläche) BAB;Punkt;2346;23Autobahn;Fahrbahn und Anschlußstellen;Bestandsplan;;;;;
03.02.16;Best.2347;2.2.7.;Nadelwald (Fläche) BAB;Punkt;2347;23Autobahn;Fahrbahn und Anschlußstellen;Bestandsplan;;;;;
03.02.16;Best.2348;2.2.7.;Mischwald (Fläche) BAB;Punkt;2348;23Autobahn;Fahrbahn und Anschlußstellen;Bestandsplan;;;;;
03.02.16;Best.2349;2.2.7.;Streuobstwiese (Fläche) BAB;Punkt;2349;23Autobahn;Fahrbahn und Anschlußstellen;Bestandsplan;;;;;
03.02.16;Best.2350;;Hecke (Linie) BAB;Punkt;2350;23Autobahn;Fahrbahn und Anschlußstellen;Bestandsplan;;;;;
03.02.16;Best.2350;;Hecke (Linie) BAB;Linie;2350;23Autobahn;Fahrbahn und Anschlußstellen;Bestandsplan;;;;;
03.02.16;Best.2501;;Achse;Punkt;2501;25Parameter;Straßenparameter;Bestandsplan;;;;;
03.02.16;Best.2501;;Achse;Linie;2501;25Parameter;Straßenparameter;Bestandsplan;;;;;
03.02.16;Best.2502;;Stationierung und Änderung der Achsparameter;Punkt;2502;25Parameter;Straßenparameter;Bestandsplan;;;;;
03.02.16;Best.2602;;Stationierung und Änderung der Achsparameter;Text;2602;26T_Parameter;Textschicht für Schicht 25Parameter;Bestandsplan;;;;;
03.02.16;Best.2602;;Bezugslinie Stationierung und Änderung der Achsparameter;Punkt;2602;26T_Parameter;Textschicht für Schicht 25Parameter;Bestandsplan;;;;;
03.02.16;Best.2602;;Bezugslinie Stationierung und Änderung der Achsparameter;Linie;2602;26T_Parameter;Textschicht für Schicht 25Parameter;Bestandsplan;;;;;
03.02.16;Best.2504;;Gradienten - Hochpunkt;Punkt;2504;25Parameter;Straßenparameter;Bestandsplan;;;;;
03.02.16;Best.2505;;Gradienten - Tiefpunkt;Punkt;2505;25Parameter;Straßenparameter;Bestandsplan;;;;;
03.02.16;Best.2506;;Stationierung;Punkt;2506;25Parameter;Straßenparameter;Bestandsplan;;;;;
03.02.16;Best.2606;;Bezugslinie Stationierung;Linie;2606;26T_Parameter;Textschicht für Schicht 25Parameter;Bestandsplan;;;;;
03.02.16;Best.2606;;Bezugslinie Stationierung;Punkt;2606;26T_Parameter;Textschicht für Schicht 25Parameter;Bestandsplan;;;;;
03.02.16;Best.2507;2.3.3.;Stationierung Mittelstreifenüberfahrt;Punkt;2507;25Parameter;Straßenparameter;Bestandsplan;;;;;
03.02.16;Best.2607;;Stationierung Mittelstreifenüberfahrt;Text;2607;26T_Parameter;Textschicht für Schicht 25Parameter;Bestandsplan;;;;;
03.02.16;Best.2510;;Regelquerschnitt;Punkt;2510;25Parameter;Straßenparameter;Bestandsplan;;;;;
03.02.16;Best.2510;;Regelquerschnitt;Linie;2510;25Parameter;Straßenparameter;Bestandsplan;;;;;
03.02.16;Best.2610;;Regelquerschnitt;Text;2610;26T_Parameter;Textschicht für Schicht 25Parameter;Bestandsplan;;;;;
03.02.16;Best.2530;2.3.2.;Netzknotenpunkt Straßeninformationsbank;Punkt;2530;25Parameter;Straßenparameter;Bestandsplan;;;;;
03.02.16;Best.2630;;Netzknotenpunkt Straßeninformationsbank(Rahmen);Linie;2630;26T_Parameter;Textschicht für Schicht 25Parameter;Bestandsplan;;;;;
03.02.16;Best.2630;;Netzknotenpunkt Straßeninformationsbank;Text;2630;26T_Parameter;Textschicht für Schicht 25Parameter;Bestandsplan;;;;;
03.02.16;Best.2701;2.3.11.;A - Bauwerk;Punkt;2701;27Bauwerk;Bauwerke Straße;Bestandsplan;;;;;
03.02.16;Best.2701;;A - Bauwerk;Linie;2701;27Bauwerk;Bauwerke Straße;Bestandsplan;;;;;
03.02.16;Best.2801;;A - Bauwerk;Text;2801;28T_Bauwerk;Textschicht für Schicht 27Bauwerk;Bestandsplan;;;;;
03.02.16;Best.2799;;A - Bauwerk verdeckte Bauwerkslinie;Linie;2799;27Bauwerk;Bauwerke Straße;Bestandsplan;;;;;
03.02.16;Best.2702;2.3.11.;Ü - Bauwerk;Punkt;2702;27Bauwerk;Bauwerke Straße;Bestandsplan;;;;;
03.02.16;Best.2702;;Ü - Bauwerk;Linie;2702;27Bauwerk;Bauwerke Straße;Bestandsplan;;;;;
03.02.16;Best.2802;;Ü - Bauwerk;Text;2802;28T_Bauwerk;Textschicht für Schicht 27Bauwerk;Bestandsplan;;;;;
03.02.16;Best.2798;;Ü - Bauwerk verdeckte Bauwerkslinie;Linie;2798;27Bauwerk;Bauwerke Straße;Bestandsplan;;;;;
03.02.16;Best.2703;2.3.12.;Tunnel;Punkt;2703;27Bauwerk;Bauwerke Straße;Bestandsplan;;;;;
03.02.16;Best.2703;;Tunnel;Linie;2703;27Bauwerk;Bauwerke Straße;Bestandsplan;;;;;
03.02.16;Best.2803;;Tunnel;Text;2803;28T_Bauwerk;Textschicht für Schicht 27Bauwerk;Bestandsplan;;;;;
03.02.16;Best.2797;;Tunnel verdeckte Bauwerkslinie;Linie;2797;27Bauwerk;Bauwerke Straße;Bestandsplan;;;;;
03.02.16;Best.2704;;Dehnungsfuge;Punkt;2704;27Bauwerk;Bauwerke Straße;Bestandsplan;;;;;
03.02.16;Best.2704;;Dehnungsfuge;Linie;2704;27Bauwerk;Bauwerke Straße;Bestandsplan;;;;;
03.02.16;Best.2705;2.3.11.;Mauer;Punkt;2705;27Bauwerk;Bauwerke Straße;Bestandsplan;;;;;
03.02.16;Best.2705;;Mauer;Linie;2705;27Bauwerk;Bauwerke Straße;Bestandsplan;;;;;
03.02.16;Best.2805;;Mauer;Text;2805;28T_Bauwerk;Textschicht für Schicht 27Bauwerk;Bestandsplan;;;;;
03.02.16;Best.2706;2.3.12. ;Durchlass;Punkt;2706;27Bauwerk;Bauwerke Straße;Bestandsplan;;;;;
03.02.16;Best.2706;;Durchlass;Linie;2706;27Bauwerk;Bauwerke Straße;Bestandsplan;;;;;
03.02.16;Best.2806;;Durchlass;Text;2806;28T_Bauwerk;Textschicht für Schicht 27Bauwerk;Bestandsplan;;;;;
03.02.16;Best.2707;;Ein-/Auslauf für Wasserlauf (Durchlass) < 1 mm Kartenbreite;Punkt;2707;27Bauwerk;Bauwerke Straße;Bestandsplan;;;;;
03.02.16;Best.2708;2.3.12.;Rohrauslauf (Durchlass) >= 1 mm Kartenbreite;Punkt;2708;27Bauwerk;Bauwerke Straße;Bestandsplan;;;;;
03.02.16;Best.2709;2.3.11.;Lichte Höhe;Punkt;2709;27Bauwerk;Bauwerke Straße;Bestandsplan;;;;;
03.02.16;Best.2809;;Lichte Höhe;Text;2809;28T_Bauwerk;Textschicht für Schicht 27Bauwerk;Bestandsplan;;;;;
03.02.16;Best.2711;;Ablaufschacht am Durchlass;Punkt;2711;27Bauwerk;Bauwerke Straße;Bestandsplan;;;;;
03.02.16;Best.2811;;Ablaufschacht am Durchlass;Text;2811;28T_Bauwerk;Textschicht für Schicht 27Bauwerk;Bestandsplan;;;;;
03.02.16;Best.2811;;Ablaufschacht am Durchlass Textbezugslinie;Linie;2811;28T_Bauwerk;Textschicht für Schicht 27Bauwerk;Bestandsplan;;;;;
03.02.16;Best.2712;;Prüfschacht am Durchlass;Punkt;2712;27Bauwerk;Bauwerke Straße;Bestandsplan;;;;;
03.02.16;Best.2812;;Prüfschacht am Durchlass;Text;2812;28T_Bauwerk;Textschicht für Schicht 27Bauwerk;Bestandsplan;;;;;
03.02.16;Best.2812;;Prüfschacht am Durchlass Textbezugslinie;Linie;2812;28T_Bauwerk;Textschicht für Schicht 27Bauwerk;Bestandsplan;;;;;
03.02.16;Best.2713;;Kappe, Notgehweg auf Brücken;Punkt;2713;27Bauwerk;Bauwerke Straße;Bestandsplan;;;;;
03.02.16;Best.2713;;Kappe, Notgehweg auf Brücken;Linie;2713;27Bauwerk;Bauwerke Straße;Bestandsplan;;;;;
03.02.16;Best.2813;;Kappe, Notgehweg auf Brücken;Text;2813;28T_Bauwerk;Textschicht für Schicht 27Bauwerk;Bestandsplan;;;;;
03.02.16;Best.2714;;Höhe Unterkante;Punkt;2714;27Bauwerk;Bauwerke Straße;Bestandsplan;;;;;
03.02.16;Best.0027  ;;Schraffur für Bauwerke;Linie;27;27Bauwerk;Bauwerke Straße;Bestandsplan;;;;;
03.02.16;Best.2901;2.3.2.;Schutzplanke einfach;Punkt;2901;29Einrichtung;Einrichtungen Straße;Bestandsplan;;;;;
03.02.16;Best.2901;;Schutzplanke einfach;Linie;2901;29Einrichtung;Einrichtungen Straße;Bestandsplan;;;;;
03.02.16;Best.2902;2.3.2.;Wildschutzzaun;Punkt;2902;29Einrichtung;Einrichtungen Straße;Bestandsplan;;;;;
03.02.16;Best.2902;;Wildschutzzaun;Linie;2902;29Einrichtung;Einrichtungen Straße;Bestandsplan;;;;;
03.02.16;Best.3002;;Wildschutzzaun;Text;3002;30T_Einrichtung;Textschicht für Schicht 29Einrichtung;Bestandsplan;;;;;
03.02.16;Best.2903;;Schutzwand (sonstige);Punkt;2903;29Einrichtung;Einrichtungen Straße;Bestandsplan;;;;;
03.02.16;Best.2903;;Schutzwand (sonstige);Linie;2903;29Einrichtung;Einrichtungen Straße;Bestandsplan;;;;;
03.02.16;Best.3003;;Schutzwand (sonstige);Text;3003;30T_Einrichtung;Textschicht für Schicht 29Einrichtung;Bestandsplan;;;;;
03.02.16;Best.2904;2.3.2.;Lärmschutzwand;Punkt;2904;29Einrichtung;Einrichtungen Straße;Bestandsplan;;;;;
03.02.16;Best.2904;;Lärmschutzwand;Linie;2904;29Einrichtung;Einrichtungen Straße;Bestandsplan;;;;;
03.02.16;Best.3004;;Lärmschutzwand;Text;3004;30T_Einrichtung;Textschicht für Schicht 29Einrichtung;Bestandsplan;;;;;
03.02.16;Best.2905;2.3.2.;Tür, Tor, Durchgang;Punkt;2905;29Einrichtung;Einrichtungen Straße;Bestandsplan;;;;;
03.02.16;Best.2905;;Tür, Tor, Durchgang;Linie;2905;29Einrichtung;Einrichtungen Straße;Bestandsplan;;;;;
03.02.16;Best.2906;2.4.5.;Treppe;Punkt;2906;29Einrichtung;Einrichtungen Straße;Bestandsplan;;;;;
03.02.16;Best.2906;;Treppe;Linie;2906;29Einrichtung;Einrichtungen Straße;Bestandsplan;;;;;
03.02.16;Best.2907;;Leitpfosten;Punkt;2907;29Einrichtung;Einrichtungen Straße;Bestandsplan;;;;;
03.02.16;Best.2908;;Betongleitwand;Punkt;2908;29Einrichtung;Einrichtungen Straße;Bestandsplan;;;;;
03.02.16;Best.2908;;Betongleitwand;Linie;2908;29Einrichtung;Einrichtungen Straße;Bestandsplan;;;;;
03.02.16;Best.3008;;Betongleitwand;Text;3008;30T_Einrichtung;Textschicht für Schicht 29Einrichtung;Bestandsplan;;;;;
03.02.16;Best.2909;;Amphibienleiteinrichtung;Punkt;2909;29Einrichtung;Einrichtungen Straße;Bestandsplan;;;;;
03.02.16;Best.2909;;Amphibienleiteinrichtung;Linie;2909;29Einrichtung;Einrichtungen Straße;Bestandsplan;;;;;
03.02.16;Best.3009;;Amphibienleiteinrichtung;Text;3009;30T_Einrichtung;Textschicht für Schicht 29Einrichtung;Bestandsplan;;;;;
03.02.16;Best.2910;2.3.2.;Lärmschutzwall Oberkante;Punkt;2910;29Einrichtung;Einrichtungen Straße;Bestandsplan;;;;;
03.02.16;Best.2910;;Lärmschutzwall Oberkante;Linie;2910;29Einrichtung;Einrichtungen Straße;Bestandsplan;;;;;
03.02.16;Best.3010;;Lärmschutzwall Oberkante;Text;3010;30T_Einrichtung;Textschicht für Schicht 29Einrichtung;Bestandsplan;;;;;
03.02.16;Best.2911;2.3.2.;Lärmschutzwall Unterkante;Punkt;2911;29Einrichtung;Einrichtungen Straße;Bestandsplan;;;;;
03.02.16;Best.2911;;Lärmschutzwall Unterkante;Linie;2911;29Einrichtung;Einrichtungen Straße;Bestandsplan;;;;;
03.02.16;Best.2912;;Geländer;Punkt;2912;29Einrichtung;Einrichtungen Straße;Bestandsplan;;;;;
03.02.16;Best.2912;;Geländer;Linie;2912;29Einrichtung;Einrichtungen Straße;Bestandsplan;;;;;
03.02.16;Best.3012;;Geländer;Text;3012;30T_Einrichtung;Textschicht für Schicht 29Einrichtung;Bestandsplan;;;;;
