Datum;Fachbedeutung;RAS-Verm;Bezeichnung;Symbolart;Landescode;Schichtname;Schichtbezeichnung;Art;;;;;
29.08.16;Entw.288;;Mauer, wie Landescode 80, 0,80 breit Grundriss, OKG;Linie;288;022;Topographie;Grundplan;;;;;
29.08.16;Entw.289;;Mauer, wie Landescode 80, 0,90 breit Grundriss, OKG;Linie;289;022;Topographie;Grundplan;;;;;
29.08.16;Entw.290;2.2.10.;Stützmauer, wie Landescode 81, 1,00 m breit Grundriss, OKG;Linie;290;028;Geländeform (Böschung, Höhenangabe);Grundplan;;;;;
29.08.16;Entw.291;;Stützmauer, wie Landescode 81, 0,10 m breit Grundriss, OKG;Linie;291;028;Geländeform (Böschung, Höhenangabe);Grundplan;;;;;
29.08.16;Entw.292;;Stützmauer, wie Landescode 81, 0,20 m breit Grundriss, OKG;Linie;292;028;Geländeform (Böschung, Höhenangabe);Grundplan;;;;;
29.08.16;Entw.293;;Stützmauer, wie Landescode 81, 0,30 m breit Grundriss, OKG;Linie;293;028;Geländeform (Böschung, Höhenangabe);Grundplan;;;;;
29.08.16;Entw.294;;Stützmauer, wie Landescode 81, 0,40 m breit Grundriss, OKG;Linie;294;028;Geländeform (Böschung, Höhenangabe);Grundplan;;;;;
29.08.16;Entw.295;;Stützmauer, wie Landescode 81, 0,50 m breit Grundriss, OKG;Linie;295;028;Geländeform (Böschung, Höhenangabe);Grundplan;;;;;
29.08.16;Entw.296;;Stützmauer, wie Landescode 81, 0,60 m breit Grundriss, OKG;Linie;296;028;Geländeform (Böschung, Höhenangabe);Grundplan;;;;;
29.08.16;Entw.297;;Stützmauer, wie Landescode 81, 0,70 m breit Grundriss, OKG;Linie;297;028;Geländeform (Böschung, Höhenangabe);Grundplan;;;;;
29.08.16;Entw.298;;Stützmauer, wie Landescode 81, 0,80 m breit Grundriss, OKG;Linie;298;028;Geländeform (Böschung, Höhenangabe);Grundplan;;;;;
29.08.16;Entw.299;;Stützmauer, wie Landescode 81, 0,90 m breit Grundriss, OKG;Linie;299;028;Geländeform (Böschung, Höhenangabe);Grundplan;;;;;
29.08.16;Entw.300;;Vermessungskorridor / Umringgrenze;Linie;300;300;Umringsgrenzen - Vermessungskorridor;Grundplan;;;;;
29.08.16;Entw.301;;Korridor Innerer Bereich;Linie;301;300;Umringsgrenzen - Vermessungskorridor;Grundplan;;;;;
29.08.16;Entw.302;;Korridor Äußerer Bereich;Linie;302;300;Umringsgrenzen - Vermessungskorridor;Grundplan;;;;;
29.08.16;Entw.347;;Antennenkabel / Antennenleitung- oberirdisch, Darstellung: grün (hell);Linie;347;064;Ver- und Entsorgung;Grundplan;;;;;
29.08.16;Entw.348;;Straßenbeleuchtung / Leitung - oberirdisch, Darstellung: organge-rosa;Linie;348;064;Ver- und Entsorgung;Grundplan;;;;;
29.08.16;Entw.349;;Entwässerungsleitung - oberirdisch, Darstellung: blau;Linie;349;064;Ver- und Entsorgung;Grundplan;;;;;
29.08.16;Entw.400;2.6.3.3;Digitalisierte Grenzmarke (abgemarkt);Punkt;400;052;Grenzpunkte, bestimmt, fürÜbernahme der ALK-Daten;Grundplan;;;;;
29.08.16;Entw.401;2.6.3.4;Digitalisierte Grenzmarke (unvermarkt);Punkt;401;052;Grenzpunkte, bestimmt, fürÜbernahme der ALK-Daten;Grundplan;;;;;
29.08.16;Entw.402;2.6.3.3(3.4);Grenzmarke (aus Rissen eingegarbeitet / rechnerisch,  transf.i.örtl.System);Punkt;402;052;Grenzpunkte, bestimmt, fürÜbernahme der ALK-Daten;Grundplan;;;;;
29.08.16;Entw.403;;Grenzmarke (nicht mehr aktuell- wegfallend);Punkt;403;052;Grenzpunkte, bestimmt, fürÜbernahme der ALK-Daten;Grundplan;;;;;
29.08.16;Entw.404;;Grenzmarke (neue Koordinaten VermAmt oder ÖbV - amtl. Grenzmarke;Punkt;404;052;Grenzpunkte, bestimmt, fürÜbernahme der ALK-Daten;Grundplan;;;;;
29.08.16;Entw.405;;Grenzmarke (übernommen vom Verm.-Büro);Punkt;405;052;Grenzpunkte, bestimmt, fürÜbernahme der ALK-Daten;Grundplan;;;;;
29.08.16;Entw.406;;Grenzmarke (neue örtlich gesetzt, noch keine amtliche Koordinaten);Punkt;406;052;Grenzpunkte, bestimmt, fürÜbernahme der ALK-Daten;Grundplan;;;;;
29.08.16;Entw.407;2.6.3.3;Grenzmarke ALK / ALKIS, amtlich + abgemarkt;Punkt;407;001;Flurstücke (Grenzen, Flurstücksnummer);Grundplan;;;;;
29.08.16;Entw.407;;Grenzmarke ALK / ALKIS, amtlich + abgemarkt;Text;407;001;Flurstücke (Grenzen, Flurstücksnummer);Grundplan;;;;;
29.08.16;Entw.408;2.6.3.4;Grenzmarke ALK / ALKIS, amtlich + unvermarkt;Punkt;408;001;Flurstücke (Grenzen, Flurstücksnummer);Grundplan;;;;;
29.08.16;Entw.408;;Grenzmarke ALK / ALKIS, amtlich + unvermarkt;Text;408;001;Flurstücke (Grenzen, Flurstücksnummer);Grundplan;;;;;
29.08.16;Entw.409;2.6.1.8;Flurstücksgrenze ALK / ALKIS, Linienpunkt;Punkt;409;001;Flurstücke (Grenzen, Flurstücksnummer);Grundplan;;;;;
29.08.16;Entw.409;;Flurstücksgrenze ALK / ALKIS, Linienpunkt;Linie;409;001;Flurstücke (Grenzen, Flurstücksnummer);Grundplan;;;;;
29.08.16;Entw.409;;Flurstücksnummer;Text;409;001;Flurstücke (Grenzen, Flurstücksnummer);Grundplan;;;;;
29.08.16;Entw.410;2.6.2.1;Zugehörigkeitshaken;Punkt;410;001;Flurstücke (Grenzen, Flurstücksnummer);Grundplan;;;;;
29.08.16;Entw.430;2.4.1.3;Wohngebäude/Gebäude aus ALK/ALKIS ;Linie;430;11;Gebäude;Grundplan;;;;;
29.08.16;Entw.430;2.4.3.1;Wohngebäude/Gebäude aus ALK/ALKIS ;Flaeche;430;11;Gebäude;Grundplan;;;;;
29.08.16;Entw.430;2.4.2.2;Wohngebäude/Gebäude aus ALK/ALKIS - Haus-Nr. aus ALK;Text;430;11;Gebäude;Grundplan;;;;;
29.08.16;Entw.431;2.4.1.3;Wirtschafts- / Industriegebäude aus ALK/ALKIS - Lfd.Nr.aus ALK/ALKIS;Linie;431;11;Gebäude;Grundplan;;;;;
29.08.16;Entw.431;2.4.3.2;Wirtschafts- / Industriegebäude aus ALK/ALKIS - Lfd.Nr.aus ALK/ALKIS;Flaeche;431;11;Gebäude;Grundplan;;;;;
29.08.16;Entw.431;2.4.4.0;Wirtschafts- / Industriegebäude aus ALK/ALKIS - Lfd.Nr.aus ALK/ALKIS;Text;431;11;Gebäude;Grundplan;;;;;
29.08.16;Entw.432;2.4.4.2;Gebäude, offen Durchfahrt aus ALK/ALKIS;Linie;432;11;Gebäude;Grundplan;;;;;
29.08.16;Entw.434;2.4.1.5;Gebäude, unterirdisch aus ALK/ALKIS;Linie;434;11;Gebäude;Grundplan;;;;;
29.08.16;Entw.434;;Gebäude, unterirdisch aus ALK/ALKIS;Text;434;11;Gebäude;Grundplan;;;;;
29.08.16;Entw.439;;nummerierter Gebäudepunkt aus ALK/ALKIS - Nummer;Text;439;53;Gebäudepunkte, gemessen / Punktart 3;Grundplan;;;;;
29.08.16;Entw.447;;Antennenkabel / Antennenleitung - unterirdisch, Darstellung: grün (hell);Linie;447;64;Ver- und Entsorgung;Grundplan;;;;;
29.08.16;Entw.448;;Straßenbeleuchtung / Leitung - unterirdisch, Darstellung: orange-rosa;Linie;448;64;Ver- und Entsorgung;Grundplan;;;;;
29.08.16;Entw.449;;Entwässerungsleitung - unterirdisch, Darstellung: blau;Linie;449;64;Ver- und Entsorgung;Grundplan;;;;;
08.11.16;Plan.9007;2.2.2.1;Geländepunkt/Tangentenpunkt;Punkt;9007;P028;Geländeform (Böschung, Höhenangabe);Planung;;;;;
08.11.16;Plan.9007;2.2.2.1;Geländepunkt/Tangentenpunkt;Text;9007;P028;Geländeform (Böschung, Höhenangabe);Planung;;;;;
08.11.16;Plan.9008;2.2.2.1;Bogenanfang;Punkt;9008;P054;Topogr. Bestimmter Punkt;Planung;;;;;
08.11.16;Plan.9009;2.2.2.1;Bogenende;Punkt;9009;P054;Topogr. Bestimmter Punkt;Planung;;;;;
08.11.16;Plan.9010;2.3.1.1;Fahrbahnrand;Linie;9010;P022;Topographie;Planung;;;;;
08.11.16;Plan.9010;;Fahrbahnrand;Text;9010;P033;Klassifizierte Straßen (Straßenflächen);Planung;;;;;
08.11.16;Plan.9011;2.3.1.16;Fahrbahnachse;Linie;9011;P022;Topographie;Planung;;;;;
08.11.16;Plan.9012;2.3.1.6;Fahrbahnmarkierung;Linie;9012;P022;Topographie;Planung;;;;;
08.11.16;Plan.9012;;Fahrbahnmarkierung Richtungsangabe;Text;9012;P022;Topographie;Planung;;;;;
08.11.16;Plan.9013;2.3.4.1;Gleisachse;Linie;9013;P022;Topographie;Planung;;;;;
08.11.16;Plan.9014;2.3.4.2;Gleis/Schienen - einzeln;Linie;9014;P022;Topographie;Planung;;;;;
08.11.16;Plan.9015;2.3.2.3;Abweisende Schutzeinrichtung (Leitplanke) - einseitig;Linie;9015;P022;Topographie;Planung;;;;;
08.11.16;Plan.9016;2.3.2.4;Abweisende Schutzeinrichtung (Leitplanke) - zweiseitig;Linie;9016;P022;Topographie;Planung;;;;;
08.11.16;Plan.9017;2.2.2.1;Profilpunkt;Punkt;9017;P054;Topogr. Bestimmter Punkt;Planung;;;;;
08.11.16;Plan.9017;;Profillinie;Linie;9017;P054;Topogr. Bestimmter Punkt;Planung;;;;;
08.11.16;Plan.9018;2.3.1.17.1;Pflasterrinne - mittig bestimmt;Linie;9018;P022;Topographie;Planung;;;;;
08.11.16;Plan.9019;2.3.1.17.2;Pflasterrinne - seitlich am Rand bestimmt;Linie;9019;P022;Topographie;Planung;;;;;
08.11.16;Plan.9020;2.2.6.0.1;Radweg;Linie;9020;P022;Topographie;Planung;;;;;
08.11.16;Plan.9020;3.2.8.;Radweg;Text;9020;P022;Topographie;Planung;;;;;
08.11.16;Plan.9021;2.3.1.19;Tiefbord - abgesenkter Bord;Linie;9021;P022;Topographie;Planung;;;;;
08.11.16;Plan.9022;2.3.1.18;Hochbord;Linie;9022;P022;Topographie;Planung;;;;;
08.11.16;Plan.9023;2.2.6.0.2;Gehweg;Linie;9023;P022;Topographie;Planung;;;;;
08.11.16;Plan.9023;3.2.8.;Gehweg;Text;9023;P022;Topographie;Planung;;;;;
08.11.16;Plan.9024;2.3.8.3;Sohle / Wegseitengraben / Rinne / Straßengraben;Punkt;9024;P022;Topographie;Planung;;;;;
08.11.16;Plan.9024;2.3.1.17;Sohle / Wegseitengraben / Rinne / Straßengraben;Linie;9024;P022;Topographie;Planung;;;;;
08.11.16;Plan.9024;3.3.13.;Sohle / Wegseitengraben / Rinne / Straßengraben;Text;9024;P022;Topographie;Planung;;;;;
08.11.16;Plan.9025;2.2.6.;Einfahrt;Linie;9025;P022;Topographie;Planung;;;;;
08.11.16;Plan.9025;3.2.8.0.3;Einfahrt;Text;9025;P022;Topographie;Planung;;;;;
08.11.16;Plan.9026;2.4.6.9;Parkplatz - bei Begrenzung als Linie nach Nutzung;Punkt;9026;P021;Tatsächliche Nutzung;Planung;;;;;
08.11.16;Plan.9026;;Parkplatz - bei Begrenzung als Linie nach Nutzung;Linie;9026;P021;Tatsächliche Nutzung;Planung;;;;;
08.11.16;Plan.9027;2.3.3.10;Belagwechsel / Zuordnungslinie;Linie;9027;P022;Topographie;Planung;;;;;
08.11.16;Plan.9027;;Belagwechsel / Zuordnungslinie, Befestigungsart;Text;9027;P022;Topographie;Planung;;;;;
08.11.16;Plan.9028;2.2.7.34;Nutzungsartengrenze;Linie;9028;P024;Tatsächliche Nutzung überlagernd;Planung;;;;;
08.11.16;Plan.9028;;Nutzungsartengrenze - Art/ Funktion;Text;9028;P024;Tatsächliche Nutzung überlagernd;Planung;;;;;
08.11.16;Plan.9029;2.3.1.20;unbefestigter Weg / Weg allgemein / Wirtschaftsweg ;Linie;9029;P022;Topographie;Planung;;;;;
08.11.16;Plan.9029;3.2.8.;unbefestigter Weg / Weg allgemein / Wirtschaftsweg - Art;Text;9029;P022;Topographie;Planung;;;;;
08.11.16;Plan.9030;;Wohngebäude / Öffentl. Gebäude ;Punkt;9030;P011;Gebäude;Planung;;;;;
08.11.16;Plan.9030;2.4.1.2;Wohngebäude / Öffentl. Gebäude ;Linie;9030;P011;Gebäude;Planung;;;;;
08.11.16;Plan.9030;2.4.3.3.1;Wohngebäude / Öffentl. Gebäude;Flaeche;9030;P011;Gebäude;Planung;;;;;
08.11.16;Plan.9030;2.4.4.;Wohngebäude/Öffentl. Gebäude - Haus-Nr./ Geschosszahl;Text;9030;P011;Gebäude;Planung;;;;;
08.11.16;Plan.9031;;Wirtschaftsgebäude / Industriegebäude;Punkt;9031;P011;Gebäude;Planung;;;;;
08.11.16;Plan.9031;2.4.1.3;Wirtschaftsgebäude / Industriegebäude;Linie;9031;P011;Gebäude;Planung;;;;;
08.11.16;Plan.9031;2.4.3.2;Wirtschaftsgebäude / Industriegebäude;Flaeche;9031;P011;Gebäude;Planung;;;;;
08.11.16;Plan.9031;2.4.4.;Wirtschaftsgebäude / Industriegebäude - Gebäudeart;Text;9031;P011;Gebäude;Planung;;;;;
08.11.16;Plan.9032;2.4.1.3;Garage ;Linie;9032;P011;Gebäude;Planung;;;;;
08.11.16;Plan.9032;2.4.3.2;Garage ;Flaeche;9032;P011;Gebäude;Planung;;;;;
08.11.16;Plan.9032;2.4.4.;Garage - Gebäudeart;Text;9032;P011;Gebäude;Planung;;;;;
08.11.16;Plan.9033;2.4.1.2;Wartehaus;Linie;9033;P011;Gebäude;Planung;;;;;
08.11.16;Plan.9033;2.4.3.2;Wartehaus;Flaeche;9033;P011;Gebäude;Planung;;;;;
08.11.16;Plan.9033;2.4.4.;Wartehaus;Text;9033;P011;Gebäude;Planung;;;;;
08.11.16;Plan.9034;2.4.1.5;Gebäude, unterirdisch;Linie;9034;P011;Gebäude;Planung;;;;;
08.11.16;Plan.9034;2.4.4.;Gebäude, unterirdisch - Gebäudeart;Text;9034;P011;Gebäude;Planung;;;;;
08.11.16;Plan.9035;2.4.1.2;Gebäude, sonstiges Öffentlich, ohne Bestimmung;Linie;9035;P011;Gebäude;Planung;;;;;
08.11.16;Plan.9035;2.4.3.1;Gebäude, sonstiges Öffentlich, ohne Bestimmung;Flaeche;9035;P011;Gebäude;Planung;;;;;
08.11.16;Plan.9035;2.4.4.;Gebäude, sonstiges Öffentlich, ohne Bestimmung - Gebäudeart;Text;9035;P011;Gebäude;Planung;;;;;
08.11.16;Plan.9036;2.4.1.3;Schuppen / Bungalow / Gartenhaus;Linie;9036;P011;Gebäude;Planung;;;;;
08.11.16;Plan.9036;2.4.3.2;Schuppen / Bungalow / Gartenhaus ;Flaeche;9036;P011;Gebäude;Planung;;;;;
08.11.16;Plan.9036;2.4.4.;Schuppen / Bungalow / Gartenhaus - Gebäudeart;Text;9036;P011;Gebäude;Planung;;;;;
08.11.16;Plan.9037;2.5.8.3;Telefonzelle / Fernsprechhaus - bei Begrenzung als Linie;Punkt;9037;P064;Ver- und Entsorgung;Planung;;;;;
08.11.16;Plan.9037;;Telefonzelle / Fernsprechhaus - bei Begrenzung als Linie;Linie;9037;P064;Ver- und Entsorgung;Planung;;;;;
08.11.16;Plan.9037;;Telefonzelle / Fernsprechhaus - bei Begrenzung als Linie;Text;9037;P064;Ver- und Entsorgung;Planung;;;;;
08.11.16;Plan.9038;2.5.9.5;Tankstelle;Punkt;9038;P011;Gebäude;Planung;;;;;
08.11.16;Plan.9039;2.5.6.5;Umformer / Trafohaus;Punkt;9039;P064;Ver- und Entsorgung;Planung;;;;;
08.11.16;Plan.9039;2.4.1.3;Umformer / Trafohaus;Linie;9039;P011;Gebäude;Planung;;;;;
08.11.16;Plan.9040;2.3.3.3;Verkehrszeichen - feststehend;Punkt;9040;P022;Topographie;Planung;;;;;
08.11.16;Plan.9041;2.3.3.2;Wegweiser;Punkt;9041;P022;Topographie;Planung;;;;;
08.11.16;Plan.9042;2.3.3.4;Verkehrsampe;Punkt;9042;P022;Topographie;Planung;;;;;
08.11.16;Plan.9043;2.3.5.4;Blinklicht / Signalzeichen;Punkt;9043;P022;Topographie;Planung;;;;;
08.11.16;Plan.9044;2.7.4.1;Werbefläche;Punkt;9044;P064;Ver- und Entsorgung;Planung;;;;;
08.11.16;Plan.9045;2.5.3.12;Schilderpfahl;Punkt;9045;P064;Ver- und Entsorgung;Planung;;;;;
08.11.16;Plan.9046;2.3.3.6;Schild - Haltestelle (Bus,Bahn/ÖPNV);Punkt;9046;P022;Topographie;Planung;;;;;
08.11.16;Plan.9047;2.7.4.8;Parkuhr / Parkscheinautomat;Punkt;9047;P022;Topographie;Planung;;;;;
08.11.16;Plan.9048;2.3.3.7;Verkehrzeichen - Brücke;Punkt;9048;P022;Topographie;Planung;;;;;
08.11.16;Plan.9049;2.3.3.8;Lichtzeichen - Brücke;Punkt;9049;P022;Topographie;Planung;;;;;
08.11.16;Plan.9050;2.2.8.;Zaun / Holzzaun - topographisch Bedeutend;Linie;9050;P022;Topographie;Planung;;;;;
08.11.16;Plan.9051;2.2.8.1;Eisenzaun;Linie;9051;P022;Topographie;Planung;;;;;
08.11.16;Plan.9052;2.2.8.2;Drahtzaun;Linie;9052;P022;Topographie;Planung;;;;;
08.11.16;Plan.9053;2.3.2.9;Wildschutzzaun;Linie;9053;P022;Topographie;Planung;;;;;
08.11.16;Plan.9053;2.3.2.9;Wildschutzzaun;Text;9053;P022;Topographie;Planung;;;;;
08.11.16;Plan.9054;2.3.2.6;Lärmschutzwand;Linie;9054;P022;Topographie;Planung;;;;;
08.11.16;Plan.9054;2.3.2.6;Lärmschutzwand;Text;9054;P022;Topographie;Planung;;;;;
08.11.16;Plan.9055;2.2.9.;Zaunsäule / Mauersäule - bei Begrenzung als Linie;Punkt;9055;P064;Ver- und Entsorgung;Planung;;;;;
08.11.16;Plan.9055;2.2.9.;Zaunsäule / Mauersäule - bei Begrenzung als Linie;Linie;9055;P064;Ver- und Entsorgung;Planung;;;;;
08.11.16;Plan.9056;2.2.11.;Hecke - topographisch bedeutend;Linie;9056;P22;Topographie;Planung;;;;;
08.11.16;Plan.9057;2.3.2.5;Lärmschutzwall;Linie;9057;P028;Geländeform (Böschung, Höhenangabe);Planung;;;;;
08.11.16;Plan.9057;;Lärmschutzwall;Text;9057;P028;Geländeform (Böschung, Höhenangabe);Planung;;;;;
08.11.16;Plan.9058;2.3.2.1.0;Tür;Punkt;9058;P064;Ver- und Entsorgung;Planung;;;;;
08.11.16;Plan.9059;2.3.2.1.1;Tor;Punkt;9059;P064;Ver- und Entsorgung;Planung;;;;;
08.11.16;Plan.9060;2.5.5.5;Schacht - rund / Einsteigeschacht - Abwasser;Punkt;9060;P064;Ver- und Entsorgung;Planung;;;;;
08.11.16;Plan.9061;2.5.5.5.1;Schacht / Einsteigeschacht - eckig;Punkt;9061;P064;Ver- und Entsorgung;Planung;;;;;
08.11.16;Plan.9061;2.5.5.5.1;Schacht / Einsteigeschacht - eckig, bei Begrenzung als Linie;Linie;9061;P064;Ver- und Entsorgung;Planung;;;;;
08.11.16;Plan.9062;2.5.9.3;Einsteigeschacht - Heizungsanlage;Punkt;9062;P064;Ver- und Entsorgung;Planung;;;;;
08.11.16;Plan.9063;2.5.5.5.2;Doppelschacht;Punkt;9063;P064;Ver- und Entsorgung;Planung;;;;;
08.11.16;Plan.9064;2.5.8.4;Einsteigeschacht - Fernmeldewesen - Postwesen;Punkt;9064;P064;Ver- und Entsorgung;Planung;;;;;
08.11.16;Plan.9065;2.5.5.7;Straßeneinlauf / Gully – eckig / Straßensinkkasten;Punkt;9065;P064;Ver- und Entsorgung;Planung;;;;;
08.11.16;Plan.9066;2.5.5.7;Straßeneinlauf / Gully – rund;Punkt;9066;P064;Ver- und Entsorgung;Planung;;;;;
08.11.16;Plan.9067;2.3.12.;Durchlass (mit Leitung / Rohr unterirdisch);Punkt;9067;P022;Topographie;Planung;;;;;
08.11.16;Plan.9067;2.3.12.;Durchlass (mit Leitung / Rohr unterirdisch);Linie;9067;P022;Topographie;Planung;;;;;
08.11.16;Plan.9068;2.4.5.0.7;Kellerlichtschacht;Punkt;9068;P022;Topographie;Planung;;;;;
08.11.16;Plan.9068;2.2.6.;Kellerlichtschacht - bei Begrenzung als Linie;Linie;9068;P022;Topographie;Planung;;;;;
08.11.16;Plan.9069;2.5.5.11;Klärgrube;Linie;9069;P064;Ver- und Entsorgung;Planung;;;;;
08.11.16;Plan.9069;2.5.5.11;Klärgrube;Text;9069;P064;Ver- und Entsorgung;Planung;;;;;
08.11.16;Plan.9070;2.5.4.4;Holzmast;Punkt;9070;P064;Ver- und Entsorgung;Planung;;;;;
08.11.16;Plan.9071;2.5.4.1;Stahlgittermast - einfach;Punkt;9071;P064;Ver- und Entsorgung;Planung;;;;;
08.11.16;Plan.9072;2.5.4.2;Stahlrohrmast;Punkt;9072;P064;Ver- und Entsorgung;Planung;;;;;
08.11.16;Plan.9073;2.5.4.3;Stahlbetonmast;Punkt;9073;P064;Ver- und Entsorgung;Planung;;;;;
08.11.16;Plan.9074;2.5.4.5;Doppelmast;Punkt;9074;P064;Ver- und Entsorgung;Planung;;;;;
08.11.16;Plan.9075;2.5.6.3;Mast mit Lampe / Elektrische Laterne;Punkt;9075;P064;Ver- und Entsorgung;Planung;;;;;
08.11.16;Plan.9076;2.5.6.4;Gaslaterne;Punkt;9076;P064;Ver- und Entsorgung;Planung;;;;;
08.11.16;Plan.9077;2.7.4.14;Fahnenmast;Punkt;9077;P064;Ver- und Entsorgung;Planung;;;;;
08.11.16;Plan.9078;2.5.4.4.1;A-Mast;Punkt;9078;P064;Ver- und Entsorgung;Planung;;;;;
08.11.16;Plan.9079;2.5.4.7;Funkmast / Umsetzer;Punkt;9079;P064;Ver- und Entsorgung;Planung;;;;;
08.11.16;Plan.9080;2.2.9.;Mauer - topographisch bedeutend, - freistehend;Linie;9080;P022;Topographie;Planung;;;;;
08.11.16;Plan.9081;2.2.10.;Stützmauer / Futtermauer;Linie;9081;P028;Geländeform (Böschung, Höhenangabe);Planung;;;;;
08.11.16;Plan.9082;2.6.4.3;Grenzmauer;Linie;9082;P023;Top. Grenze oder Begrenzungseinrichtung;Planung;;;;;
08.11.16;Plan.9083;2.2.9.2;Defekte Mauer - eingefallene;Linie;9083;P028;Geländeform (Böschung, Höhenangabe);Planung;;;;;
08.11.16;Plan.9084;2.2.6.0.5;Fundament;Linie;9084;P022;Topographie;Planung;;;;;
08.11.16;Plan.9085;2.3.10.5;Wehr;Linie;9085;P022;Topographie;Planung;;;;;
08.11.16;Plan.9086;2.4.4.9;Laderampe;Linie;9086;P011;Gebäude;Planung;;;;;
08.11.16;Plan.9087;2.2.6.0.7;Felsen;Linie;9087;P028;Geländeform (Böschung, Höhenangabe);Planung;;;;;
08.11.16;Plan.9087;2.2.4.;Felsen;Text;9087;P028;Geländeform (Böschung, Höhenangabe);Planung;;;;;
08.11.16;Plan.9088;2.4.4.1;Balkon / Carport Überdachung - freitragend - überbaut;Linie;9088;P011;Gebäude;Planung;;;;;
08.11.16;Plan.9089;2.2.2.1;Oberkanten, - Mauern, sonstige Anlagen, - Bauwerke;Punkt;9089;P022;Topographie;Planung;;;;;
08.11.16;Plan.9089;2.2.6.;Oberkanten, - Mauern, sonstige Anlagen, - Bauwerke;Linie;9089;P022;Topographie;Planung;;;;;
08.11.16;Plan.9090;2.5.3.4;Merkstein - Elektrizitätsversorgung;Punkt;9090;P064;Ver- und Entsorgung;Planung;;;;;
08.11.16;Plan.9091;2.5.3.6;Merkzeichen - Gasleitung;Punkt;9091;P064;Ver- und Entsorgung;Planung;;;;;
08.11.16;Plan.9092;2.5.3.1;Schieberkappe - Wasser;Punkt;9092;P064;Ver- und Entsorgung;Planung;;;;;
08.11.16;Plan.9093;2.5.3.11;Merkstein - Fernmeldewesen - Postmerkzeichen;Punkt;9093;P064;Ver- und Entsorgung;Planung;;;;;
08.11.16;Plan.9094;2.5.5.3;Oberflurhydrant;Punkt;9094;P064;Ver- und Entsorgung;Planung;;;;;
08.11.16;Plan.9095;2.5.5.4;Unterflurhydrant;Punkt;9095;P064;Ver- und Entsorgung;Planung;;;;;
08.11.16;Plan.9096;2.5.3.2;Schieberkappe - Gas;Punkt;9096;P064;Ver- und Entsorgung;Planung;;;;;
08.11.16;Plan.9097;2.5.3.10;Merkstein - Fernheizleitung - Fernwärme;Punkt;9097;P064;Ver- und Entsorgung;Planung;;;;;
08.11.16;Plan.9098;2.5.6.1;Schaltkasten / Verteilerkasten;Punkt;9098;P064;Ver- und Entsorgung;Planung;;;;;
08.11.16;Plan.9099;2.5.3.3;Merkstein - Wasserversorgung;Punkt;9099;P064;Ver- und Entsorgung;Planung;;;;;
08.11.16;Plan.9100;2.7.1.3;Laubbaum - einzeln (ohne Artenbestimmung);Punkt;9100;P022;Topographie;Planung;;;;;
08.11.16;Plan.9101;2.7.1.4;Nadelbaum - einzeln (ohne Artenbestimmung);Punkt;9101;P022;Topographie;Planung;;;;;
08.11.16;Plan.9102;2.7.1.8;Obstbaum - einzeln;Punkt;9102;P022;Topographie;Planung;;;;;
08.11.16;Plan.9103;2.7.1.6;Baumreihe - Laubbäume;Linie;9103;P022;Topographie;Planung;;;;;
08.11.16;Plan.9104;2.2.7.6;Obstbaumanlage / Obstplantage;Punkt;9104;P021;Tatsächliche Nutzung;Planung;;;;;
08.11.16;Plan.9105;2.2.7.23.1;Gehölz;Punkt;9105;P021;Tatsächliche Nutzung;Planung;;;;;
08.11.16;Plan.9106;2.2.7.11;Laubwald;Punkt;9106;P021;Tatsächliche Nutzung;Planung;;;;;
08.11.16;Plan.9107;2.2.7.12;Nadelwald;Punkt;9107;P021;Tatsächliche Nutzung;Planung;;;;;
08.11.16;Plan.9108;2.2.7.13;Mischwald;Punkt;9108;P021;Tatsächliche Nutzung;Planung;;;;;
08.11.16;Plan.9109;2.7.1.7;Baumreihe - Nadelbäume;Linie;9109;P022;Topographie;Planung;;;;;
08.11.16;Plan.9110;2.2.7.1;Ackerland;Punkt;9110;P021;Tatsächliche Nutzung;Planung;;;;;
08.11.16;Plan.9111;2.2.7.3;Grünland / Wiese;Punkt;9111;P021;Tatsächliche Nutzung;Planung;;;;;
08.11.16;Plan.9112;2.2.7.14;Moor;Punkt;9112;P021;Tatsächliche Nutzung;Planung;;;;;
08.11.16;Plan.9113;2.2.7.26;Schilf;Punkt;9113;P021;Tatsächliche Nutzung;Planung;;;;;
08.11.16;Plan.9114;2.2.7.21;Parkanlage;Punkt;9114;P021;Tatsächliche Nutzung;Planung;;;;;
08.11.16;Plan.9115;2.2.7.5;Gartenland / Gartenanlage;Punkt;9115;P021;Tatsächliche Nutzung;Planung;;;;;
08.11.16;Plan.9116;2.2.7.32;Campingplatz;Punkt;9116;P021;Tatsächliche Nutzung;Planung;;;;;
08.11.16;Plan.9117;2.3.8.2;Uferlinie - veränderliche;Linie;9117;P022;Topographie;Planung;;;;;
08.11.16;Plan.9118;2.2.1.4;Unterkante Böschung - undeutlich;Linie;9118;P028;Geländeform (Böschung, Höhenangabe);Planung;;;;;
08.11.16;Plan.9119;2.2.1.1;Oberkante Böschung - deutlich;Linie;9119;P028;Geländeform (Böschung, Höhenangabe);Planung;;;;;
08.11.16;Plan.9120;2.4.5.3;Treppe;Linie;9120;P011;Gebäude;Planung;;;;;
08.11.16;Plan.9120;;Treppe;Flaeche;9120;P011;Gebäude;Planung;;;;;
08.11.16;Plan.9121;2.4.2.5;Oberkante Schwelle Eingang;Punkt;9121;P011;Gebäude;Planung;;;;;
