Datum;Fachbedeutung;RAS-Verm;Bezeichnung;Symbolart;Landescode
01.03.06;#038.8065;;Wechselverkehrszeichen;Linie;3865
01.03.06;#038.8066;;Überwachungskamera;Punkt;3866
01.03.06;#038.8066;;Überwachungskamera;Linie;3866
01.03.06;#030.8088;;Verkehrsampel;Punkt;3088
01.03.06;#030.8088;;Lichtzeichenbrücke;Linie;3088
01.03.06;#030.8089;;Schilder (allgem.);Punkt;3089
01.03.06;#030.8089;;Schild als Linie / Umrisslinie;Linie;3089
01.03.06;#038.8092;;Werbetafel, Infotafel;Punkt;3892
01.03.06;#038.8092;;Werbetafel, Infotafel als Linie / Umrisslinie;Linie;3892
01.03.06;#039.8001;;Laubbaum allg.;Punkt;3901
01.03.06;#039.8001;;Baumreihe Laubbäume;Linie;3901
01.03.06;#039.8002;;Nadelbaum allg.;Punkt;3902
01.03.06;#039.8002;;Baumreihe Nadelbäume;Linie;3902
01.03.06;#030.8091;;Waldrand / Grenzlinie einer Gehölzfläche;Punkt;3091
01.03.06;#030.8091;;Waldrand / Grenzlinie einer Gehölzfläche;Linie;3091
01.03.06;#030.8093;;Gebüsch / Hecke;Punkt;3093
01.03.06;#030.8093;;Gebüsch / Hecke ;Linie;3093
01.03.06;#030.8094;;Uferlinie eines Gewässers;Punkt;3094
01.03.06;#030.8094;;Uferlinie eines Gewässers;Linie;3094
01.03.06;#030.8095;;Grenzpunkt von ökologischen Sonderflächen;Punkt;3095
01.03.06;#030.8095;;Grenzlinie einer ökologischen Sonderfläche ;Linie;3095
01.03.06;#039.8051;;Grenze Straßenbegleitgrün (Rasen);Linie;3951
01.03.06;#039.8052;;Grenze Sukzessionsfläche;Linie;3952
01.03.06;#039.8053;;Grenze sonstige Grünfläche;Linie;3953
01.03.06;#039.8055;;Grenzpunkt Ausgleichsfläche;Punkt;3955
01.03.06;#039.8055;;Grenze Ausgleichsfläche;Linie;3955
01.03.06;#039.8056;;Grenzpunkt Ersatzmaßnahme;Punkt;3956
01.03.06;#039.8056;;Grenze Ersatzmaßnahme;Linie;3956
01.03.06;#039.8057;;Grenze Aufschüttungen;Linie;3957
01.03.06;#039.8058;;Grenze Abgrabungen;Linie;3958
01.03.06;#030.8096;;Punkt einer Grenze nach Wassergesetz;Punkt;3096
01.03.06;#030.8096;;Grenze von Schutzgebiet nach Wassergesetz;Linie;3096
01.03.06;#039.8061;;WSZ I;Punkt;3961
01.03.06;#039.8061;;Grenze WSZ I;Linie;3961
01.03.06;#039.8062;;WSZ II (auch WSZ IIa Und IIb);Punkt;3962
01.03.06;#039.8062;;Grenze WSZ II (auch WSZ IIa und IIb);Linie;3962
01.03.06;#039.8063;;WSZ III / IIIa;Punkt;3963
01.03.06;#039.8063;;Grenze WSZ III / IIIa;Linie;3963
01.03.06;#039.8064;;WSZ IIIb;Punkt;3964
01.03.06;#039.8064;;Grenze WSZ IIIb;Linie;3964
01.03.06;#039.8065;;Hochwasserschutzfläche;Punkt;3965
01.03.06;#039.8065;;Grenze Hochwasserschutzfläche;Linie;3965
01.03.06;#039.8066;;Überschwemmungsgebiet;Punkt;3966
01.03.06;#039.8066;;Grenze Überschwemmungsgebiet;Linie;3966
01.03.06;#039.8068;;Quellenschutzgebiet;Punkt;3968
01.03.06;#039.8068;;Grenze Quellenschutzgebiet;Linie;3968
01.03.06;#030.8097;;Punkt einer Grenze nach Naturschutzgesetz;Punkt;3097
01.03.06;#030.8097;;Grenze eines Schutzgebiets nach Naturschutzgesetz;Linie;3097
01.03.06;#030.8099;;Sonstiges lt. Feldbuch ;Punkt;3099
01.03.06;#030.8099;;Sonstiges lt. Feldbuch ;Linie;3099
01.03.06;#030.8001;;allgemeiner Punkt der Planung;Punkt ;3001
01.03.06;#030.8001;;allgemeine Linie der Planung (durchgezogen, Stift: 2.;Linie;3001
01.03.06;#030.8002;;Maßlinienpunkte;Punkt;3002
01.03.06;#030.8002;;Maßlinien (durchgezogen, Stift: 2, mit Schräglinien);Linie;3002
01.03.06;#030.8003;;Positionspunkt Querneigungskeil;Punkt;3003
01.03.06;#030.8003;;Querneigungskeil (durchgezogen, Stift: 2, mit Schraffur);Linie;3003
01.03.06;#030.8004;;Bauanfang / Bauende;Punkt ;3004
01.03.06;#030.8004;;Bauanfang / Bauende (durchgezogen, 1:500/1000: Stift 4, 1:250 Stift 5);Linie;3004
01.03.06;#030.8005;;Achshauptpunkt einer Randachse;Punkt;3005
01.03.06;#030.8005;;Elementbemaßungsline für Randachse (durchgez. Stift: 2);Linie;3005
01.03.06;#030.8006;;Achshauptpunkt einer Hauptachse;Punkt;3006
01.03.06;#030.8006;;Elementbemaßungsline für Hauptachse (durchgez. Stift: 4) ; Linie;3006
01.03.06;#030.8009;;Radienmittelpunkt;Punkt ;3009
01.03.06;T000.8000;;Text allgemein, ohne weitere Angaben;Text;0
01.03.06;T000.8001;;Text Stift 1, SCHWARZ Stiftdicke 0.18;Text;1
01.03.06;T000.8002;;Text Stift 2, SCHWARZ Stiftdicke 0.25;Text;2
01.03.06;T000.8003;;Text Stift 3, SCHWARZ Stiftdicke 0.35;Text;3
01.03.06;T000.8004;;Text Stift 4, SCHWARZ Stiftdicke 0.50;Text;4
01.03.06;T000.8005;;Text Stift 5, SCHWARZ Stiftdicke 0.70;Text;5
01.03.06;T000.8006;;Text Stift 6, SCHWARZ Stiftdicke 1.00;Text;6
01.03.06;T000.8007;;Text Stift 7, SCHWARZ Stiftdicke in STF anpassen;Text;7
01.03.06;T000.8008;;Text Stift 8, SCHWARZ Stiftdicke in STF anpassen;Text;8
01.03.06;T000.8009;;Text Stift 9, SCHWARZ Stiftdicke in STF anpassen;Text;9
01.03.06;T000.8010;;Gemeindenamen aus ALK;Text;10
01.03.06;T000.8011;;Ortsteilnamen aus ALK;Text;11
01.03.06;T000.8012;;Gewannnamen aus ALK;Text;12
01.03.06;T000.8013;;Beschriftungen mit Code 9802 - Texthöhe 2,5 - aus ALK;Text;13
01.03.06;T000.8014;;Beschriftungen mit Code 9803 + 9804 - Texthöhe 3,5 - aus ALK;Text;14
01.03.06;T000.8015;;Beschriftungen mit Code 9805 - Texthöhe 5,0 - aus ALK;Text;15
01.03.06;T000.8016;;Beschriftungen mit Code 9807 - Texthöhe 7,0 - aus ALK;Text;16
01.03.06;T000.8017;;Gewässerbeschriftung Code 9812 - Texthöhe 2,5, linksgeneigt - aus ALK;Text;17
01.03.06;T000.8018;;Straßennamen Code 9813 + 9814 - Texthöhe 3,5 rechtsgeneigt - aus ALK;Text;18
01.03.06;T000.8019;;Sonstige Texte aus ALK - Texthöhe 2,5 ;Text;19
01.03.06;T000.8020;;Flurstücksnummern aus ALK;Text;20
01.03.06;T000.8021;;Beschriftung Grunderwerb - Ordnungsnummern;Text;21
01.03.06;T000.8022;;Gebäudenummern aus ALK (für Maßstäbe 1:250 - 1:1 000);Text;22
01.03.06;T000.8023;;Gebäudenummern aus ALK für kleinere Maßstäbe (1:2000 - 1:5 000) ;Text;23
01.03.06;T000.8024;;Gebäudenamen / Gebäudebezeichnung aus ALK;Text;24
01.03.06;T000.8025;;Gebäudenutzung aus ALK und sonstigen Erhebungen;Text;25
01.03.06;T000.8026;;Beschriftung Staat, Land, RP-Bezirk u. ä.;Text;26
01.03.06;T000.8027;;Beschriftung Kreise;Text;27
01.03.06;T000.8028;;Beschriftung Gemeinde-, Gemarkungs- und Flurnamen;Text;28
01.03.06;T000.8029;;Nutzungsarten aus ALK;Text;29
01.03.06;T000.8030;;Beschriftung von topografischen Objekten ;Text;30
01.03.06;T000.8031;;Beschriftung von Straßen (von ... nach ... u. ä.);Text;31
01.03.06;T000.8032;;Beschriftung von klassifizierten Straßen (Straßennummer, -bezeichnung);Text;32
01.03.06;T000.8035;;Beschriftung an Bahnlinien;Text;35
01.03.06;T000.8040;;Bauwerksbeschriftung allgemein / Bauwerksnummern;Text;40
01.03.06;T000.8041;;Bauwerksbeschriftung mit Stift 1;Text;41
01.03.06;T000.8042;;Bauwerksbeschriftung mit Stift 2;Text;42
01.03.06;T000.8043;;Bauwerksbeschriftung mit Stift 3;Text;43
02.03.06;T000.8044;;Bauwerksbeschriftung mit Stift 4;Text;44
03.03.06;T000.8045;;Bauwerksbeschriftung mit Stift 5;Text;45
04.03.06;T000.8046;;Bauwerksbeschriftung mit Stift 6;Text;46
01.03.06;T000.8047;;Beschriftung Lärmschutz;Text;47
01.03.06;T000.8050;;Beschriftung der Entwässerung allgemein;Text;50
01.03.06;T000.8051;;Beschriftung der Entwässerung mit Stift 1;Text;51
01.03.06;T000.8052;;Beschriftung der Entwässerung mit Stift 2;Text;52
01.03.06;T000.8053;;Beschriftung der Entwässerung mit Stift 3;Text;53
01.03.06;T000.8054;;Beschriftung der Entwässerung mit Stift 4;Text;54
01.03.06;T000.8055;;Beschriftung der Entwässerung mit Stift 5;Text;55
01.03.06;T000.8056;;Beschriftung der Entwässerung mit Stift 6;Text;56
01.03.06;T000.8057;;Beschriftung der Entwässerung mit Stift 7;Text;57
01.03.06;T000.8058;;Beschriftung der Entwässerung mit Stift 8;Text;58
01.03.06;T000.8059;;Beschriftung der Schachtsohlen;Text;59
01.03.06;T000.8060;;Beschriftung von Ver- und Entsorgungsleitungen allgemein;Text;60
01.03.06;T006.8000;;Beschriftung von Schutzrohren ;Text;600
01.03.06;T006.8001;;Beschriftung von Wasserleitungen;Text;601
01.03.06;T006.8002;;Beschriftung von Fernwärmeleitungen;Text;602
01.03.06;T006.8003;;Beschriftung von Ölleitungen;Text;603
01.03.06;T006.8004;;Beschriftung von Gasleitungen;Text;604
01.03.06;T006.8005;;Beschriftung von Wasserfassungen / Brunnen;Text;605
01.03.06;T006.8006;;Beschriftung von Regenwasserleitungen;Text;606
01.03.06;T006.8007;;Beschriftung von Mischwasserleitungen;Text;607
01.03.06;T006.8008;;Beschriftung von Schmutzwasserleitungen;Text;608
01.03.06;T000.8062;;Beschriftung von elektrischen Anlagen;Text;62
01.03.06;T000.8063;;Beschriftung von Streckenkabeln der Autobahn (AUSA);Text;63
01.03.06;T000.8064;;Beschriftung von Elektroleitungen ;Text;64
01.03.06;T000.8066;;Beschriftung von Freileitungen;Text;66
01.03.06;T000.8067;;Beschriftung von Fernmeldeleitungen;Text;67
01.03.06;T000.8072;;Beschriftung an Rastplätzen ;Text;72
01.03.06;T007.8026;;Beschriftung Tank- und Rastanlagen - Zapfsäulen;Text;726
01.03.06;T007.8027;;Beschriftung Tank- und Rastanlagen - oberirdische Tanks;Text;727
01.03.06;T007.8028;;Beschriftung Tank- und Rastanlagen - unterirdische Tanks;Text;728
01.03.06;T007.8029;;Beschriftung Tank- und Rastanlagen - sonstige Beschriftungen;Text;729
01.03.06;T000.8073;;Beschriftung von Beleuchtungseinrichtungen;Text;73
01.03.06;T000.8075;;Beschriftungen der Straßendatenbank, allgemein (auch Stationierung);Text;75
01.03.06;T007.8051;;Beschriftung der OD-Grenzen;Text;751
01.03.06;T007.8052;;Beschriftung von Netzknoten;Text;752
01.03.06;T007.8053;;Beschriftung Ast-Nullpunkt;Text;753
01.03.06;T007.8054;;Beschriftung Ast-Endpunkt;Text;754
01.03.06;T007.8056;;Beschriftung von Bauwerken in der SDB;Text;756
01.03.06;T000.8076;;Beschriftung von Punkten der Bodenerkundung;Text;76
01.03.06;T000.8079;;Höhenkoten;Text;79
01.03.06;T000.8080;;Beschriftung an wegweisender Beschilderung;Text;80
01.03.06;T000.8081;;Beschriftung von Verkehrszeichen;Text;81
01.03.06;T000.8086;;Beschriftung von Verkehrssteuerungseinrichtungen;Text;86
01.03.06;T000.8090;;Beschriftung von Einzelbäumen;Text;90
01.03.06;T000.8091;;Beschriftung Bewuchs;Text;91
01.03.06;T000.8094;;Beschriftung Gewässer (siehe auch Code 17 aus ALK);Text;94
01.03.06;T000.8095;;Beschriftungen aus der Bauleitplanung;Text;95
01.03.06;T000.8096;;Beschriftungen für Gewässerschutz;Text;96
01.03.06;T000.8097;;Beschriftungen für Landschafts- und Naturschutz;Text;97
01.03.06;T000.8098;;Beschriftung von Denkmälern;Text;98
01.03.06;T001.8000;;Beschriftungen in Flurbereinigungsgebieten - z . B. vorläufige Gewannnamen;Text;100
01.03.06;T002.8000;;vorläufige Flurstücksnummern in Flurbereinigungsgebieten;Text;200
01.03.06;T005.8000;;Beschriftung von Festpunkten;Text;500
01.03.06;T005.8001;;Beschriftung der Vermarkungsart von Festpunkten;Text;501
01.03.06;T009.8091;;Text Stift 1, SCHWARZ Stiftdicke 0.18, freigestellt;Text;991
01.03.06;T009.8092;;Text Stift 2, SCHWARZ Stiftdicke 0.25, freigestellt;Text;992
01.03.06;T009.8093;;Text Stift 3, SCHWARZ Stiftdicke 0.35, freigestellt;Text;993
01.03.06;T009.8094;;Text Stift 4, SCHWARZ Stiftdicke 0.50, freigestellt;Text;994
01.03.06;T009.8095;;Text Stift 5, SCHWARZ Stiftdicke 0.70, freigestellt;Text;995
01.03.06;T009.8096;;Text Stift 6, SCHWARZ Stiftdicke 1.00, freigestellt;Text;996
25.10.01;99999.9999;;Sonstiges;Punkt;
25.10.01;99999.9999;;Sonstiges;Linie;
25.10.01;99999.9999;;Sonstiges;Text;
25.10.01;99999.9999;;Sonstiges;Flaeche;
