Datum;Fachbedeutung;RAS-Verm;Bezeichnung;Symbolart;Landescode;CAD-Ebene
18.07.03;5511.0000;2.2.7.33;Flughafen;Punkt;B35;104
25.10.01;5511.0000;2.2.7.33;Flughafen;Text;1,8 / R / frei platzierbar;104
25.10.01;5511.0000;2.2.7.33;Flughafen;Flaeche;0;104
04.12.12;0241.C001;2.2.7.34;Nutzungsartengrenze;Punkt;U01;104
03.02.04;0241.0000;2.2.7.34;Nutzungsartengrenze;Linie;H17;104
30.10.03;0241.0000;2.2.7.34;Nutzungsartengrenze;Flaeche;0;104
04.12.12;0241.C001;;Nutzungsartengrenze;Text;1,8 / S / frei platzierbar;104
04.12.12;0241.0000;2.2.7.34;Art der Flächennutzung;Text;1,8 / R;104
25.10.01;5901.0000;2.2.7.35;Laubgehölz in Verkehrsflächen (Einzelsymbol);Punkt;U48;104
25.10.01;5901.0000;2.2.7.35;Laubgehölz (in Verkehrsflächen);Flaeche;0;104
04.12.12;5901.C001;;Laubgehölz (in Verkehrsflächen);Text;1,8 / R / frei platzierbar;104
27.10.03;5902.0000;2.2.7.36;Grünland in Verkehrsflächen (Einzelsymbol);Punkt;U45;104
27.10.03;5902.0000;2.2.7.36;Grünland (in Verkehrsflächen);Flaeche;0;104
04.12.12;5902.C001;;Grünland (in Verkehrsflächen);Text;1,8 / R / frei platzierbar;104
25.10.01;5903.0000;2.2.7.37;Nadelgehölz in Verkehrsflächen (Einzelsymbol);Punkt;U47;104
25.10.01;5903.0000;2.2.7.37;Nadelgehölz (in Verkehrsflächen);Flaeche;0;104
04.12.12;5903.C001;;Nadelgehölz (in Verkehrsflächen);Text;1,8 / R / frei platzierbar;104
06.06.03;7401.0000;2.2.7.38;Nadelgehölz (Einzelsymbol);Punkt;U47;104
25.10.01;7401.0000;2.2.7.38;Nadelgehölz;Flaeche;0;104
04.12.12;7401.C001;;Nadelgehölz;Text;1,8 / R / frei platzierbar;104
06.06.03;7402.0000;2.2.7.39;Laubgehölz (Einzelsymbol);Punkt;U48;104
25.10.01;7402.0000;2.2.7.39;Laubgehölz;Flaeche;0;104
04.12.12;7402.C001;;Laubgehölz;Text;1,8 / R / frei platzierbar;104
25.10.01;4261.0000;2.2.7.40;Klein-, Schrebergarten Laubenkolonie (Einzelsymbol);Punkt;B42;104
25.10.01;4261.0000;2.2.7.40;Klein-, Schrebergarten Laubenkolonie;Flaeche;0;104
04.12.12;4261.C001;;Klein-, Schrebergarten Laubenkolonie;Text;1,8 / R / frei platzierbar;104
25.10.01;4281.0000;2.2.7.41;Garten (Einzelsymbol);Punkt;B43;104
25.10.01;4281.0000;2.2.7.41;Garten;Flaeche;0;104
04.12.12;4281.C001;;Garten;Text;1,8 / R / frei platzierbar;104
04.12.12;0353.C001;;Zaun;Punkt;U01;76
05.03.13;0353.C002;;Zaunpfeiler / Zaunpfahl / Torpfosten;Punkt;X3;76
25.10.01;0353.0000;2.2.8;Zaun,  topographisch bedeutend;Linie;H18;76
23.10.03;A353.0000;2.2.8;Zaun,  topographisch bedeutend beidseitig;Linie;H18;76
23.10.03;L353.0000;2.2.8;Zaun,  topographisch bedeutend links (in Aufnahmerichtung);Linie;H19;76
03.02.04;R353.0000;2.2.8;Zaun,  topographisch bedeutend rechts (in Aufnahmerichtung);Linie;H78;76
04.12.12;0353.0000;;Zaun;Text;1,8 / R / frei platzierbar;76
04.12.12;0352.C001;;Mauer ;Punkt;U01;77
25.10.01;0352.0000;2.2.9;Mauer,  topographisch bedeutend;Linie;H20;77
20.06.02;Z352.0000;2.2.9;Mauer,  topographisch bedeutend, beidseitig (mittig);Linie;H20;77
20.06.02;L352.0000;2.2.9;Mauer,  topographisch bedeutend, links (in Aufnahmerichtung);Linie;H21;77
06.06.03;R352.0000;2.2.9;Mauer,  topographisch bedeutend, rechts (in Aufnahmerichtung);Linie;H22;77
04.12.12;0352.C001;;Mauer ;Text;1,8 / R / frei platzierbar;77
04.12.12;0352.C002;;Amphibienleiteinrichtung;Punkt;U01;77
04.12.12;0352.C002;;Amphibienleiteinrichtung;Linie;H13;77
04.12.12;0352.C002;;Amphibienleiteinrichtung;Text;1,8 / R / frei platzierbar;77
05.03.13;0352.C003;;Palisaden;Punkt;U01;77
05.03.13;0352.C003;;Palisaden;Linie;55;77
05.03.13;0352.C003;;Palisaden;Text;1,8 / R / frei platzierbar;77
05.03.13;0352.C004;;Sockel / Pfeiler;Punkt;U01;77
05.03.13;0352.C004;;Sockel / Pfeiler;Linie;H29;77
05.03.13;0352.C004;;Sockel / Pfeiler;Text;1,8 / R / frei platzierbar;77
05.03.13;0352.C005;;Hangsicherung / Faschine / Bollwerk;Punkt;U01;54
05.03.13;0352.C005;;Hangsicherung / Faschine / Bollwerk;Linie;61;54
05.03.13;0352.C005;;Hangsicherung / Faschine / Bollwerk;Text;1,8 / R / frei platzierbar;54
04.12.12;0473.C001;;Futtermauer ;Punkt;U01;77
28.10.03;0473.0000;2.2.10;Futtermauer, Stützmauer;Linie;H60;77
23.10.03;Z473.0000;2.2.10;Futtermauer, Stützmauer, beidseitig;Linie;H23;77
23.10.03;L473.0000;2.2.10;Futtermauer, Stützmauer, links (in Aufnahmerichtung);Linie;H24;77
03.02.04;R473.0000;2.2.10;Futtermauer, Stützmauer, rechts (in Aufnahmerichtung);Linie;H25;77
04.12.12;0473.C001;;Futtermauer ;Text;1,8 / R / frei platzierbar;77
04.12.12;0351.C001;;Hecke;Punkt;U01;78
04.12.12;0351.C001;;Hecke;Text;1,8 / R / frei platzierbar;78
25.10.01;0351.0000;2.2.11;Hecke,  topographisch bedeutend;Linie;H26;78
25.10.01;Z351.0000;2.2.11;Hecke,  topographisch bedeutend, Hecke beidseitig;Linie;H26;78
25.10.01;L351.0000;2.2.11;Hecke,  topographisch bedeutend, Hecke links (in Aufnahmerichtung);Linie;H27;78
03.02.04;R351.0000;2.2.11;Hecke,  topographisch bedeutend, rechts (in Aufnahmerichtung);Linie;H28;78
05.03.13;5000.C001;2.2.12;DGM-Punkt;Punkt;U18;12
05.03.13;5000.C002;;DGM-Bruchkante;Linie;H29;12
05.03.13;5000.C003;;DGM-Masche / Dreieck;Linie;H29;12
05.03.13;5000.C004;;DGM-Innenring (Ausparung);Linie;99;12
05.03.13;5000.C005;;DGM-Außenring (Umgrenzung);Linie;98;12
04.12.12;5296.C001;;Fahrbahn / Straße, Weg - Begrenzung des befahrbaren Raumes;Punkt;U01;37
06.06.03;5296.0000;2.3.1.1;Fahrbahn / Straße, Weg - Begrenzung des befahrbaren Raumes;Linie;H29;37
04.12.12;5296.C001;;Fahrbahn / Straße, Weg - Begrenzung des befahrbaren Raumes;Flaeche;0;37
04.12.12;5296.C001;;Fahrbahn / Straße, Weg - Begrenzung des befahrbaren Raumes;Text;1,8 / S / frei platzierbar;37
04.12.12;5296.C002;;Befestigungswechsel / Befestigungsartengrenzen;Punkt;U01;44
04.12.12;5296.C002;;Befestigungswechsel / Befestigungsartengrenzen;Linie;H12;44
04.12.12;5296.C002;;Befestigungswechsel / Befestigungsartengrenzen;Text;1,8 / S / frei platzierbar;44
04.12.12;5296.C003;;Bankett;Punkt;U01;40
04.12.12;5296.C003;;Bankett;Linie;H11;40
04.12.12;5296.C003;;Bankett;Text;1,8 / S / frei platzierbar;40
05.03.13;5296.C004;;Befestigte Flächen / Pflasterflächen / Befestigungen;Punkt;U01;44
05.03.13;5296.C004;;Befestigte Flächen / Pflasterflächen / Befestigungen;Linie;H29;44
05.03.13;5296.C004;;Befestigte Flächen / Pflasterflächen / Befestigungen;Text;1,8 / S / frei platzierbar;44
05.03.13;5296.C004;;Befestigte Flächen / Pflasterflächen / Befestigungen;Flaeche;0;44
05.03.13;5296.C005;;Befestigungsart;Punkt;U18;44
05.03.13;5296.C005;;Befestigungsart;Text;1,8 / S / frei platzierbar;44
05.03.13;5296.C005;;Befestigungsart (Zeigestrich);Linie;H29;44
04.12.12;5297.C001;;Straße, Weg - überdeckte Begrenzungslinie;Punkt;U01;37
25.10.01;5297.0000;2.3.1.2;Straße, Weg - überdeckte Begrenzungslinie;Linie;H30;37
04.12.12;5297.C001;;Straße, Weg - überdeckte Begrenzungslinie;Text;1,8 / S / frei platzierbar;37
05.03.13;5113.C001;;Randstreifen;Punkt;U01;40
25.10.01;5113.0000;2.3.1.3;Randstreifen unter 0,50m breit;Linie;H31;40
25.10.01;5114.0000;2.3.1.4;Randstreifen 0,50m und breiter;Linie;H32;40
25.10.01;5115.0000;2.3.1.5;Randstreifen mit unterbrochener Markierung;Linie;H33;40
04.12.12;5116.C001;;Fahrbahnmarkierung (gestrichelte Linie);Punkt;U01;47
06.06.03;5116.0000;2.3.1.6;Fahrbahnmarkierung (gestrichelte Linie);Linie;H34;47
04.12.12;5116.C001;;Fahrbahnmarkierung (gestrichelte Linie);Flaeche;0;47
04.12.12;5116.C001;;Fahrbahnmarkierung (gestrichelte Linie);Text;1,8 / S / frei platzierbar;47
04.12.12;5116.C002;;Fahrbahnmarkierung (durchgezogene Linie);Punkt;U01;47
25.10.01;5116.0001;;Fahrbahnmarkierung (durchgezogene Linie);Linie;0;47
04.12.12;5116.C002;;Fahrbahnmarkierung (durchgezogene Linie);Flaeche;0;47
04.12.12;5116.C002;;Fahrbahnmarkierung (durchgezogene Linie);Text;1,8 / S / frei platzierbar;47
25.10.01;5271.0000;2.3.1.7;Richtungspfeil geradeaus;Punkt;H01;47
25.10.01;5272.0000;2.3.1.8;Richtungspfeil geradeaus und links ab;Punkt;H02;47
25.10.01;5273.0000;2.3.1.9;Richtungspfeil geradeaus und rechts ab;Punkt;H03;47
25.10.01;5274.0000;2.3.1.10;Richtungspfeil nach links;Punkt;H04;47
25.10.01;5275.0000;2.3.1.11;Richtungspfeil nach rechts;Punkt;H05;47
25.10.01;5276.0000;2.3.1.12;Richtungspfeil links ab;Punkt;H06;47
25.10.01;5277.0000;2.3.1.13;Richtungspfeil rechts ab;Punkt;H07;47
25.10.01;5278.0000;2.3.1.14;Richtungspfeil links und rechts ab;Punkt;H08;47
04.12.12;5004.C001;;Achslinie;Punkt;U01;36
06.06.03;5004.0000;2.3.1.16;Achslinie;Linie;H35;36
04.12.12;5004.C001;;Achslinie;Text;1,8 / S / frei platzierbar;36
04.12.12;8508.C001;;Wegseitengraben, Rinne, Straßengraben (bis 1mm Kartenbreite);Punkt;U01;42
25.10.01;8508.0000;2.3.1.17;Wegseitengraben, Rinne, Straßengraben (bis 1mm Kartenbreite);Linie;H36;42
25.10.01;8508.0000;2.3.1.17;Wegseitengraben, Rinne, Straßengraben (bis 1mm Kartenbreite);Text;1,8 / S / frei platzierbar;42
04.12.12;8508.C001;;Wegseitengraben, Rinne, Straßengraben (bis 1mm Kartenbreite);Flaeche;0;42
04.12.12;5173.C001;;Hochbord;Punkt;U01;38
06.06.03;5173.0000;2.3.1.18;Hochbord;Linie;H37;38
04.12.12;5173.C001;;Hochbord;Flaeche;0;38
04.12.12;5173.C001;;Hochbord;Text;1,8 / S / frei platzierbar;38
04.12.12;5174.C001;;Tiefbord (Randeinfassung);Punkt;U01;39
06.06.03;5174.0000;2.3.1.19;Tiefbord (Randeinfassung);Linie;H38;39
04.12.12;5174.C001;;Tiefbord (Randeinfassung);Flaeche;0;39
04.12.12;5174.C001;;Tiefbord (Randeinfassung);Text;1,8 / S / frei platzierbar;39
04.12.12;5211.C001;;Unbefestigter Weg;Punkt;U01;41
25.10.01;5211.0000;2.3.1.20;Unbefestigter Weg;Linie;H39;41
04.12.12;5211.C001;;Unbefestigter Weg;Flaeche;0;41
04.12.12;5211.0000;2.3.1.20;Unbefestigter Weg;Text;1,8 / S / frei platzierbar;41
04.12.12;5215.C001;;Weg unter 1mm Kartenbreite;Punkt;U01;41
06.06.03;5215.0000;2.3.1.21;Weg unter 1mm Kartenbreite;Linie;H40;41
04.12.12;5215.C001;;Weg unter 1mm Kartenbreite;Flaeche;0;41
04.12.12;5215.C001;;Weg unter 1mm Kartenbreite;Text;1,8 / S / frei platzierbar;41
04.12.12;5141.C001;;Gehweg an Straßen;Punkt;U01;111
24.06.02;5141.0000;2.3.1.22;Gehweg an Straßen;Linie;H29;111
06.06.03;5141.0000;2.3.1.22;Gehweg an Straßen;Text;1,8 / S / frei platzierbar;111
04.12.12;5141.C001;;Gehweg an Straßen;Flaeche;0;111
04.12.12;5151.C001;;Geh- / Radweg an Straßen;Punkt;U01;111
25.10.01;5151.0000;2.3.1.23;Geh- / Radweg an Straßen;Linie;H29;111
06.06.03;5151.0000;2.3.1.23;Geh- / Radweg an Straßen;Text;1,8 / S / frei platzierbar;111
04.12.12;5151.C001;;Geh- / Radweg an Straßen;Flaeche;0;111
04.12.12;5161.C001;;Radweg an Straßen;Punkt;U01;111
25.10.01;5161.0000;2.3.1.24;Radweg an Straßen;Linie;H29;111
06.06.03;5161.0000;2.3.1.24;Radweg an Straßen;Text;1,8 / S / frei platzierbar;111
04.12.12;5161.C001;;Radweg an Straßen;Flaeche;0;111
25.10.01;5285.0000;2.3.2.1;Kilometerstein, Kilometertafel, Meilenstein;Punkt;U63;48
04.12.12;5285.0000;2.3.2.1;Kilometerstein, Kilometertafel, Meilenstein;Text;1,8 / S / frei platzierbar;48
04.12.12;5285.C001;;Poller Beton;Punkt;X3;48
04.12.12;5285.C001;;Poller Beton;Text;1,8 / S / frei platzierbar;48
05.03.13;5285.C001;;Verbindung zwischen Poller (Kette / Seil );Linie;61;48
04.12.12;5285.C002;;Poller Stahl;Punkt;X3;48
04.12.12;5285.C002;;Poller Stahl;Text;1,8 / S / frei platzierbar;48
04.12.12;5285.C003;;Poller Holz;Punkt;X3;48
04.12.12;5285.C003;;Poller Holz;Text;1,8 / S / frei platzierbar;48
04.12.12;5285.C004;;Poller Kunststoff;Punkt;X3;48
04.12.12;5285.C004;;Poller Kunststoff;Text;1,8 / S / frei platzierbar;48
05.03.13;5285.C005;;Findling / Naturstein / Halbkugel / Pyramide;Punkt;X3;48
05.03.13;5285.C005;;Findling / Naturstein / Halbkugel / Pyramide;Text;1,8 / S / frei platzierbar;48
05.03.13;5285.C006;;Baumschutzbügel;Punkt;X18;48
05.03.13;5285.C006;;Baumschutzbügel;Text;1,8 / S / frei platzierbar;48
06.06.03;5289.0000;2.3.2.2;Ortsdurchfahrtsstein;Punkt;U64;48
25.10.01;5289.0000;2.3.2.2;Ortsdurchfahrtsstein;Text;1,8 / S / frei platzierbar;48
05.03.13;5289.C001;;Blitzer stationär / Starrkasten / Ampelblitzer / Abstandsblitzer;Punkt;U80;48
05.03.13;5289.C001;;Blitzer stationär / Starrkasten / Ampelblitzer / Abstandsblitzer;Text;1,8 / S / frei platzierbar;48
04.12.12;9291.C001;;Abweisende Schutzeinrichtung (einseitig);Punkt;U01;45
25.10.01;9291.0000;2.3.2.3;Abweisende Schutzeinrichtung (einseitig);Linie;H41;45
04.12.12;9291.C001;;Abweisende Schutzeinrichtung (einseitig);Text;1,8 / S / frei platzierbar;45
04.12.12;9292.C001;;Abweisende Schutzeinrichtung (zweiseitig);Punkt;U01;45
03.02.04;9292.0000;2.3.2.4;Abweisende Schutzeinrichtung (zweiseitig);Linie;H42;45
04.12.12;9292.C001;;Abweisende Schutzeinrichtung (zweiseitig);Text;1,8 / S / frei platzierbar;45
04.12.12;9292.C002;;Geländer / Absturzsicherung / Rammschutz / Absperrung;Punkt;U01;45
04.12.12;9292.C002;;Geländer / Absturzsicherung / Rammschutz / Absperrung;Linie;06;45
04.12.12;9292.C002;;Geländer / Absturzsicherung / Rammschutz / Absperrung;Text;1,8 / S / frei platzierbar;45
05.03.13;9292.C003;;Betongleitwand (einseitig);Punkt;U01;45
05.03.13;9292.C003;;Betongleitwand (einseitig);Linie;24;45
05.03.13;9292.C003;;Betongleitwand (einseitig);Text;1,8 / S / frei platzierbar;45
05.03.13;9292.C004;;Betongleitwand (zweiseitig);Punkt;U01;45
05.03.13;9292.C004;;Betongleitwand (zweiseitig);Linie;25;45
05.03.13;9292.C004;;Betongleitwand (zweiseitig);Text;1,8 / S / frei platzierbar;45
04.12.12;9241.C001;;Lärmschutzwall;Punkt;U01;46
25.10.01;9241.0000;2.3.2.5;Lärmschutzwall;Linie;0;46
25.10.01;9241.0000;2.3.2.5;Lärmschutzwall;Text;1,8 / R / frei platzierbar;46
04.12.12;9241.C001;;Lärmschutzwall;Flaeche;0;46
25.10.01;9242.C001;2.3.2.6;Lärmschutzwand;Punkt;U01;46
25.10.01;9242.0000;2.3.2.6;Lärmschutzwand;Linie;54;46
04.12.12;9242.0001;2.3.2.6;Lärmschutzwand;Text;1,8 / R / frei platzierbar;46
25.10.01;5002.0000;2.3.2.7;Netzknotenpunkt (Rahmen);Punkt;U98;36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
04.12.12;5002.0000;2.3.2.7;Netzknotenpunkt (Rahmen);Text;2,5 / S / frei platzierbar;36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
06.06.03;5003.0000;2.3.2.8;Stationszeichen;Punkt;U65;47;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
04.12.12;5003.0000;2.3.2.8;Stationszeichen;Text;2,5 / S / frei platzierbar;47;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
04.12.12;5003.C001;;Leitpfosten;Punkt;X4;47;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
04.12.12;5003.C001;;Leitpfosten;Text;1,8 / S / frei platzierbar;47;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
05.03.13;5003.C003;;Schild Durchlass ;Punkt;U65;47;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
05.03.13;5003.C003;;Schild Durchlass ;Text;2,5 / S / frei platzierbar;47;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20.06.03;4242.C001;2.3.2.9;Wildschutzzaun;Punkt;U01;76;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
04.12.12;4242.0000;2.3.2.9;Wildschutzzaun (in Aufnahmerichtung links);Linie;H19;76;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
04.12.12;4242.C001;2.3.2.9;Wildschutzzaun (in Aufnahmerichtung rechts);Linie;H78;76;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
04.12.12;4242.0000;2.3.2.9;Wildschutzzaun;Text;1,8 / S / frei platzierbar;76;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
06.06.03;5292.0000;2.3.2.10;Tür (im Wildschutzzaun);Punkt;U66;76;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
04.12.12;5292.0000;2.3.2.10;Tür (im Wildschutzzaun);Text;1,8 / S / frei platzierbar;76;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
06.06.03;5281.0000;2.3.3.1;Freistehende Hinweistafel, -zeichen, Ortsschild;Punkt;U67;47;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
04.12.12;5281.C001;;Freistehende Hinweistafel, -zeichen, Ortsschild;Text;1,8 / S / frei platzierbar;47;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
06.06.03;5282.0000;2.3.3.2;Wegweiser von besonderer Bedeutung;Punkt;U68;47;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
04.12.12;5282.C001;;Wegweiser von besonderer Bedeutung;Text;1,8 / S / frei platzierbar;47;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
06.06.03;5286.0000;2.3.3.3;Feststehendes Verkehrszeichen;Punkt;U69;47;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
